srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,angDist
201416106010035,272.443203643283,-23.6810017923216,QSO,0.611,,,STAR,1.0,,,7.258871354023725,-2.0507031964287328,J180946.37-234051.3,272.4432098,-23.6809307,0.0448,0.0428,109.0,8.711,8.636,6.373,2.076,8.836,8.813,8.769,0.025,0.024,0.117,0.041,0.034,0.049,0.021,2724024301351056602,000h,1,0110,AABA,-45,45,-70,44,0.265,0.256821
201442714010001,269.145395544854,-21.9880970416607,STAR,0.943,,,,,,,7.235769226710832,1.4280419450926483,J175634.89-215917.0,269.1453863,-21.9880562,0.036,0.0337,102.7,7.574,7.564,7.592,7.99,8.825,8.135,7.939,0.025,0.019,0.031,0.28,0.032,0.036,0.023,2687022801351053688,00hH,1,200n,AAAB,80,49,263,53,0.277,0.150268
201442714010008,269.112211215172,-22.0115918146529,STAR,0.589,,,STAR,1.0,,,7.199991348886233,1.4428548255298337,J175626.91-220041.8,269.1121414,-22.011631,0.0415,0.0389,108.2,9.615,9.695,10.008,8.812,10.177,9.832,9.721,0.024,0.021,0.103,,0.023,0.024,0.025,2687022801351054272,00hH,1,011n,AAAU,-137,44,155,43,0.137,0.272495
201442714010013,268.891418075568,-22.0553932469503,QSO,0.494,,,STAR,1.0,,,7.059168304653622,1.5977424035380465,J175533.94-220319.2,268.8914522,-22.0553471,0.0641,0.0624,150.9,10.711,10.819,11.216,8.601,11.448,11.088,10.952,0.031,0.035,,,0.026,0.031,0.024,2687022801351057434,dd00,1,41nn,AAUU,380,60,-188,63,0.456,0.201433
201444901010057,274.72631498555,-25.327832838662,GALAXY,0.525,,,STAR,1.0,,,6.796140164620646,-4.661067906089003,J181854.31-251940.4,274.7263199,-25.3278959,0.0547,0.0539,173.0,10.773,10.931,11.11,8.919,11.503,11.097,10.913,0.027,0.03,0.176,,0.024,0.026,0.023,2750025801351044604,d000,1,20nn,AABU,-54,54,8,56,0.172,0.227513
201482101010022,271.972549180055,-20.4564163903313,QSO,0.473,,,STAR,1.0,,,9.869229081448692,-0.10719495578431104,J180753.40-202723.2,271.9725205,-20.4564673,0.0844,0.0763,162.8,9.799,9.385,7.359,5.94,11.73,10.971,10.43,0.039,0.037,0.203,0.4,0.035,0.035,0.027,2712021301351050770,0hhd,0,110n,AABC,-51,146,-21,106,0.035,0.207192
203027605010009,278.49103286645,-25.894130481865,QSO,0.558,,,GALAXY,0.998,,,7.846006510282408,-7.94070468520272,J183357.85-255338.7,278.491065,-25.8940957,0.0499,0.0485,151.8,12.058,12.127,12.39,8.959,13.379,12.526,12.261,0.026,0.027,0.532,,0.022,0.025,0.026,2783025801351034233,dd00,0,00nn,AACU,-126,72,-6,74,0.397,0.162815
203059701010087,271.18775586928,-27.621296563156,GALAXY,0.544,,,STAR,1.0,,,3.2607454181218607,-2.9736909960359053,J180445.05-273716.6,271.1877251,-27.6212852,0.0866,0.0811,164.3,10.775,11.025,12.114,8.952,11.645,11.021,10.88,0.039,0.045,,,0.028,0.023,0.019,2704027301351025459,d000,0,11nn,AAUU,-142,79,268,85,0.324,0.106426
203067001010007,266.4698677474,-21.452076414181,QSO,0.557,,,GALAXY,0.83,,,6.429151741603999,3.8396824430041776,J174552.75-212707.3,266.4698226,-21.4520429,0.1534,0.1034,178.0,11.776,12.008,11.641,8.921,13.005,12.143,11.837,0.053,0.057,,,0.022,0.022,0.023,2663021301351018827,0000,0,nnnn,AAUU,,,,,0.567,0.193425
203071101010006,268.12788667143,-29.808658917353,GALAXY,0.395,,,STAR,1.0,,,0.02485371015851943,-1.7363013190701424,J175230.68-294831.2,268.1278406,-29.8086773,0.1055,0.0978,165.7,10.142,10.35,10.815,8.572,10.738,10.442,10.324,0.046,0.048,0.195,,,0.053,0.043,2678030301351058689,ddO0,0,11nn,AABU,-33,97,76,96,0.525,0.158315
204056002010004,274.54532006936,-30.349191071361,STAR,0.46,,,,,,,2.252824653568764,-6.853855352928515,J181810.87-302057.2,274.5453169,-30.3492272,0.0472,0.0446,109.1,11.633,11.666,11.833,8.84,12.442,11.924,11.828,0.026,0.025,,,0.026,0.024,0.026,2747030301351036515,0000,1,00nn,AAUU,43,68,-34,67,0.25,0.130391
205031701010002,271.003013513141,-21.7146142487123,STAR,0.547,,,STAR,1.0,,,8.329458116329805,0.06732292866819765,J180400.72-214252.8,271.0030364,-21.7146754,0.0798,0.0706,158.5,9.802,9.897,8.929,6.266,11.375,10.559,10.166,0.033,0.043,0.401,0.119,0.023,0.022,0.024,2712021301351007936,hdPH,1,11nn,AACB,-7,68,-55,72,0.485,0.233141
205031701010186,271.16013760455,-21.7547641913309,QSO,0.455,,,,,,,8.366117307488043,-0.07954661629791877,J180438.41-214517.2,271.1600775,-21.7547878,0.0411,0.0379,91.8,7.236,7.183,7.505,6.263,8.497,7.854,7.511,0.029,0.02,0.065,0.423,0.034,0.036,0.016,2712021301351004602,hhhd,0,000n,AAAC,105,43,-32,40,0.148,0.218348
205038501010375,270.26668580786,-23.874681567333,QSO,0.717,,,STAR,1.0,,,6.115700245630134,-0.4080196083779242,J180104.00-235228.9,270.2666899,-23.8747169,0.1712,0.1587,172.8,11.655,12.176,9.514,6.94,14.183,12.641,11.992,0.065,0.123,,,0.036,0.022,0.019,2708024301351040053,dDHH,1,6nnn,ABUU,-156,221,-260,213,0.808,0.127829
205110103010008,267.31748954958,-27.390531243172,QSO,0.656,,,,,,,1.7388359695097029,0.11209381431724483,J174916.20-272325.6,267.3175322,-27.3904615,0.0718,0.0685,154.3,9.52,9.671,9.886,8.328,10.879,10.083,9.825,0.032,0.039,,,,0.034,,2670027301351031816,h0hd,1,00nn,AAUU,41,70,148,72,0.464,0.285658
205513402010065,275.86799076339,-30.433001162909,GALAXY,0.968,,,,,,,2.7035086973803355,-7.906927722591559,J182328.33-302558.8,275.8680587,-30.4330275,0.1757,0.165,171.7,14.895,16.624,12.012,8.86,15.47,14.887,14.685,0.058,,0.302,,0.051,0.045,0.092,2765030301351041095,0HDH,0,1nnn,AUBU,-9,487,-524,532,0.261,0.231166
206509101010001,263.86165984042,-25.528683926911,GALAXY,0.372,,,STAR,1.0,,,1.6941193641600525,3.7223846594624885,J173526.79-253143.3,263.8616462,-25.5287039,0.0388,0.0369,88.8,9.036,8.996,8.961,8.246,11.017,9.819,9.411,0.023,0.021,0.04,0.292,0.026,0.024,0.023,2633025801351047657,0000,0,000n,AAAB,-104,43,0,41,0.111,0.084588
206535503010208,275.62465879877,-27.514061995943,QSO,0.587,,,STAR,0.975,,,5.224265890880922,-6.387044629735725,J182229.90-273050.5,275.6245964,-27.5140369,0.0844,0.0802,149.3,12.914,13.206,12.163,8.625,14.542,13.856,13.652,0.036,0.054,,,0.07,0.077,0.064,2754027301351021284,0o00,1,00nn,AAUU,-538,132,-1048,141,1.243,0.21889
206535503015176,275.44123125671,-27.367004925685,STAR,0.542,,,STAR,1.0,,,5.280355677280715,-6.174870309943198,J182145.87-272201.3,275.4411634,-27.3670512,0.0372,0.0338,92.1,9.303,9.302,9.499,8.386,9.924,9.594,9.489,0.022,0.019,0.051,,0.026,0.027,0.025,2754027301351032756,0000,1,020n,AAAU,56,42,61,39,0.448,0.273438
206919901010194,269.92288721045,-24.063763325143,GALAXY,0.707,,,,,,,5.7955783454926895,-0.2292247149031542,J175941.50-240349.8,269.9229206,-24.0638353,0.1153,0.1061,172.5,10.626,10.809,9.66,7.522,11.525,11.105,10.959,0.046,0.059,,,,0.04,0.062,2691024301351050862,00OH,1,32nn,AAUU,323,102,-244,110,0.341,0.281453
206946414010088,267.07398271981,-28.468049748862,QSO,0.84,,,STAR,1.0,,,0.7045790398002726,-0.25891687908629735,J174817.76-282805.0,267.0740219,-28.4680677,0.0569,0.0548,154.1,8.457,8.575,9.232,7.827,9.395,8.854,8.599,0.028,0.03,,,0.026,0.049,0.025,2674028801351043646,0dhH,1,00nn,AAUU,-96,67,54,72,0.208,0.139933
207202802010002,267.20589271557,-23.62714066269,STAR,0.917,,,,,,,4.9146024057429765,2.1351316531764493,J174849.40-233737.9,267.2058624,-23.6271961,0.0385,0.0358,90.7,7.627,7.718,7.798,8.446,8.102,7.803,7.753,0.027,0.02,0.032,0.391,0.026,0.031,0.033,2675024301351059634,0opp,0,110n,AAAC,-27,52,-7,38,0.236,0.223131
207205405010122,271.03014035132,-24.598481892131,GALAXY,0.739,,,,,,,5.829273771446922,-1.3705677059233758,J180407.22-243554.8,271.0301081,-24.5985565,0.0383,0.0352,89.1,7.634,7.81,7.767,7.648,10.199,8.646,7.957,0.025,0.02,0.052,,0.024,0.036,0.027,2708024301351020529,h0dH,1,011n,AAAU,54,39,121,37,0.171,0.288659
207446001010121,268.61975230683,-26.267724106815,GALAXY,0.475,,,STAR,1.0,,,3.2973614504630184,-0.31459201091464123,J175428.75-261603.8,268.6198105,-26.2677482,0.2048,0.1844,163.0,11.375,11.657,8.844,7.015,12.666,12.1,11.825,0.077,0.098,,,,,0.038,2683025801351004944,dddD,1,11nn,AAUU,228,199,240,220,1.408,0.206772
207631001010001,272.63982953556,-26.032968310319,STAR,0.759,,,,,,,5.280798241426494,-3.3389624727266938,J181033.55-260158.5,272.6398212,-26.0329216,0.039,0.0389,91.8,6.231,6.344,6.484,6.697,6.664,6.533,6.456,0.084,0.024,0.018,0.106,0.024,0.029,0.023,2733025801351013100,dd00,1,4210,AAAA,-37,42,-76,41,0.182,0.170276
207631801015014,268.45857091313,-29.445862435191,GALAXY,0.547,,,STAR,1.0,,,0.48353943066588967,-1.7999898187072245,J175350.04-292645.2,268.4585072,-29.4459127,0.0668,0.0642,161.0,9.485,9.683,9.861,8.331,10.603,9.879,9.747,0.032,0.034,0.071,,,0.036,,2691028801351012142,ho00,1,311n,AAAU,-198,60,-112,63,0.522,0.269608
207641901010003,266.34417524063,-28.291183824034,QSO,0.441,,,STAR,1.0,,,0.5226218198795274,0.38175534928196675,J174522.59-281728.2,266.3441527,-28.291171,0.1443,0.1318,173.5,9.974,10.23,8.39,6.067,10.899,10.056,9.848,0.057,0.071,0.295,0.348,0.023,0.025,0.025,2657028801351056754,dddd,1,2110,AABB,-106,126,162,141,0.303,0.085072
207641906010030,265.72586094781,-28.451613510686,QSO,0.622,,,STAR,1.0,,,0.10103603911558884,0.7612372434316241,J174254.19-282705.7,265.7258248,-28.4515892,0.0675,0.065,151.1,8.897,8.832,8.498,6.345,9.565,9.415,9.345,0.033,0.033,0.083,0.127,0.033,0.037,0.045,2657028801351048215,dhdd,1,1110,AAAB,19,63,-109,63,1.183,0.143908
207641909010002,265.886118284647,-28.1243474727352,STAR,0.707,,,,,,,0.45367711524973164,0.8130566067250805,J174332.67-280727.3,265.8861324,-28.1242725,0.0484,0.0468,146.0,7.907,7.949,7.879,7.437,8.553,8.135,8.033,0.03,0.026,0.041,,0.021,0.036,0.016,2657028801351060806,ddd0,1,220n,AAAU,58,50,-134,47,0.732,0.273486
207641909010065,265.67729277811,-28.273214682026,GALAXY,0.52,,,,,,,0.23029066637619247,0.8914271233228981,J174242.55-281623.5,265.6773297,-28.2732071,0.0412,0.04,144.9,7.652,7.553,6.647,5.952,10.976,9.089,8.137,0.031,0.023,0.025,0.07,0.022,0.019,0.02,2657028801351060550,0000,0,4300,AAAA,-76,46,-265,45,0.03,0.120053
207641910010045,265.49334620356,-28.400332406856,QSO,0.609,,,,,,,0.03692080601567004,0.9620665950951724,J174158.38-282401.1,265.4932704,-28.4003202,0.0422,0.0412,135.0,7.942,8.004,7.976,7.239,9.974,8.865,8.351,0.025,0.023,0.038,0.16,,,0.025,2657028801351043953,00h0,1,680n,AAAB,62,42,-183,42,0.389,0.244065
207841004010008,263.96594994633,-27.06757194362,STAR,0.663,,,,,,,0.44481990171242575,2.8161414844046795,J173551.83-270403.2,263.9659845,-27.0675663,0.0357,0.0342,92.6,6.984,7.096,7.151,7.104,7.715,7.333,7.183,0.052,0.021,0.019,0.11,0.019,0.038,0.023,2636027301351046235,0000,0,1110,AAAB,26,40,-9,80,0.2,0.112518
208016801010007,265.7082597849,-27.843854660199,STAR,0.88,,,,,,,0.6098794069291913,1.0940415296325416,J174249.97-275037.9,265.708238,-27.8438855,0.0387,0.0362,97.8,7.232,7.448,7.441,6.87,8.188,7.962,7.584,0.035,0.021,0.029,0.132,,,0.021,2653027301351002912,h000,1,3102,AAAB,-92,54,-61,49,0.337,0.130834
208016801010078,265.68220313267,-27.871849949624,GALAXY,0.713,,,,,,,0.5739460368152988,1.0989100395119962,J174243.73-275218.3,265.6822342,-27.8717727,0.0321,0.0292,166.3,7.466,7.086,5.134,3.98,10.758,9.075,8.226,0.031,0.021,0.012,0.03,0.026,0.023,0.02,2653027301351002826,hho0,1,nnnn,AAAA,238,38,71,35,0.202,0.295094
208016802010079,265.99112504014,-28.097386546976,GALAXY,0.551,,,STAR,1.0,,,0.5252020302260889,0.7483227441872459,J174357.86-280550.6,265.9911141,-28.0973899,0.0809,0.0771,161.0,9.409,9.653,11.02,8.532,13.259,11.137,10.187,0.036,0.043,,,0.047,0.053,0.039,2657028801351059209,0000,1,22nn,AAUU,-109,74,-84,75,0.926,0.036634
200017302010001,263.67709791502,-32.581688363897,STAR,0.851,,,,,,,355.6666102679134,0.04926277069983092,J173442.50-323453.9,263.677121,-32.5816645,0.0672,0.0598,82.3,5.408,5.366,5.277,3.821,5.53,5.52,5.538,0.183,0.068,0.032,0.108,0.02,0.02,0.016,2627033401351052125,000d,0,nnnn,BAAA,-1630,58,-27,55,0.091,0.11091
200855805010009,268.53933669417,-30.060820047367,QSO,0.653,,,,,,,359.9881775070881,-2.171475236281629,J175409.44-300338.8,268.5393652,-30.0607989,0.0381,0.0363,109.5,7.992,8.139,8.14,8.903,9.628,8.522,8.248,0.023,0.022,0.027,,0.035,0.024,0.03,2678030301351051874,ddd0,1,110n,AAAU,-53,40,-16,39,0.154,0.116954
200855815010006,268.694530849784,-30.1900398900138,QSO,0.604,,,STAR,1.0,,,359.94433155905887,-2.352573216122496,J175446.67-301124.1,268.6944788,-30.1900398,0.0457,0.0438,116.9,8.554,8.718,8.761,8.3,10.121,9.295,9.057,0.025,0.025,0.046,,0.028,0.03,0.023,2678030301351027271,000d,0,001n,AAAU,-24,42,50,42,0.065,0.162119
201129710010003,266.75350810369,-29.2196816608557,STAR,0.73,,,,,,,359.91611667198896,-0.4075713046910713,J174700.85-291311.0,266.7535499,-29.2197462,0.052,0.0497,132.5,7.807,7.917,8.571,4.233,9.07,8.403,8.183,0.027,0.028,0.525,0.097,0.024,0.042,0.046,2674028801351014269,hdPP,1,00nn,AACA,-184,54,60,59,0.175,0.26685
201199402010009,272.150160519982,-36.8689741246675,STAR,0.788,,,STAR,0.615,,,355.49656378958554,-8.121700376195639,J180836.04-365208.1,272.1501873,-36.8689215,0.045,0.0442,99.0,11.912,11.969,12.312,8.792,12.692,12.143,12.037,0.024,0.026,,,0.026,0.025,0.028,2723036401351006044,0000,0,11nn,AAUU,67,60,-270,69,0.307,0.204436
201395601010039,267.51932083964,-37.109400747641,STAR,0.769,,,,,,,353.4678412197486,-5.0110883291956,J175004.63-370633.5,267.5192946,-37.1093296,0.051,0.0493,126.0,11.4,11.374,11.784,8.955,12.488,11.882,11.557,0.03,0.023,,,0.022,0.023,0.025,2671037901351060800,00H0,1,12nn,AAUU,-130,66,-215,73,0.841,0.267029
201498101010009,262.892241072049,-33.6825361956793,GALAXY,0.488,,,STAR,1.0,,,354.3854218515199,6.162809928956687E-4,J173134.12-334057.3,262.892175,-33.6825892,0.1068,0.0994,170.2,10.465,10.647,10.043,7.953,12.489,11.365,10.945,0.043,0.054,0.334,0.482,0.022,0.022,0.027,2627033401351019613,hddD,1,430n,AABC,52,95,19,103,0.154,0.274951
202026707010231,266.264467017924,-28.8715565891339,GALAXY,0.916,,,,,,,359.99097871038595,0.1386635846842487,J174503.48-285217.7,266.2645396,-28.871589,0.105,0.0982,155.7,8.813,9.161,5.787,0.579,9.549,8.934,8.847,0.049,0.085,0.073,0.037,0.024,0.023,0.02,2657028801351029930,PPdd,1,nn13,AAAA,-877,92,-707,99,0.478,0.256856
202037501010145,269.778860405195,-33.7278923883216,GALAXY,0.628,,,STAR,1.0,,,357.33113362537034,-4.914200947359625,J175906.93-334340.6,269.7788751,-33.7279598,0.045,0.0429,119.3,10.169,10.232,9.932,8.375,10.729,10.485,10.425,0.024,0.024,0.082,,0.032,0.038,0.035,2699033401351016230,0000,1,111n,AAAU,54,47,63,48,0.747,0.246686
203006901010002,268.43708887057,-34.843451559389,STAR,0.697,,,STAR,1.0,,,355.80670635588893,-4.507732617121187,J175344.91-345036.4,268.437163,-34.8434629,0.0389,0.0367,94.7,9.066,9.136,9.126,8.591,9.622,9.299,9.245,0.023,0.021,0.046,,0.026,0.029,0.026,2686034901351034643,0000,1,000n,AAAU,15,51,-109,49,0.399,0.22277
203006901010005,268.40517082018,-34.79671538709,STAR,0.514,,,STAR,1.0,,,355.83402527726275,-4.461590320823832,J175337.23-344748.2,268.4051278,-34.7967317,0.0436,0.0427,87.3,9.558,9.646,10.035,8.95,10.164,9.782,9.684,0.025,0.023,0.072,,0.024,0.025,0.023,2686034901351034824,0000,0,110n,AAAU,44,62,-34,60,0.034,0.140196
203006901010006,268.40333989414,-34.736835735203,STAR,0.545,,,,,,,355.88518385577646,-4.430183927944455,J175336.81-344412.6,268.4033763,-34.7368354,0.0353,0.0344,106.0,7.877,7.949,8.006,8.745,8.015,8.051,8.004,0.023,0.02,0.027,,0.019,0.049,0.027,2686034901351035192,000H,1,000n,AAAU,106,65,-162,51,0.152,0.10783
203006901010015,268.58428888557,-34.795464372293,STAR,0.7,,,STAR,1.0,,,355.90918266005167,-4.588174074110472,J175420.24-344743.7,268.5843716,-34.7954944,0.0468,0.0444,106.2,10.211,10.322,10.17,7.707,10.784,10.356,10.256,0.027,0.024,0.073,0.144,0.023,0.021,0.021,2686034901351033933,ddH0,1,77n1,AAAB,-765,67,276,65,0.144,0.267235
203006901010045,268.62967325932,-34.665022860987,GALAXY,0.464,,,STAR,1.0,,,356.0411729730715,-4.555076859748877,J175431.12-343954.2,268.6296716,-34.6650557,0.0471,0.0456,43.0,10.24,10.323,10.469,8.75,10.941,10.464,10.404,0.026,0.025,0.095,,0.022,0.021,0.019,2686034901351046119,0000,1,000n,AAAU,-247,70,86,70,0.149,0.118298
203006901010137,268.37799323521,-34.816284988901,STAR,0.588,,,STAR,1.0,,,355.80580343212694,-4.452142055771356,J175330.73-344858.6,268.3780693,-34.8162825,0.0403,0.038,114.4,8.969,9.031,9.045,8.867,9.472,9.203,9.114,0.024,0.022,0.039,,0.024,0.032,0.026,2686034901351034702,hhh0,1,011n,AAAU,66,57,88,56,0.118,0.224936
203006901010144,268.38045868643,-34.603249970275,STAR,0.773,,,STAR,1.0,,,355.9914884398558,-4.34672858875572,J175331.29-343611.7,268.3803937,-34.6032723,0.0504,0.0483,141.8,10.049,10.17,10.31,8.56,10.698,10.233,10.149,0.025,0.027,0.121,,0.024,0.025,0.019,2686034901351042509,00P0,1,11nn,AABU,138,74,-12,74,0.131,0.208579
203006901010217,268.26927574261,-34.761142926913,STAR,0.641,,,STAR,1.0,,,355.8085093211099,-4.347236064289029,J175304.64-344539.9,268.2693596,-34.7611035,0.0356,0.0344,121.1,8.303,8.356,8.43,8.514,8.492,8.438,8.358,0.023,0.021,0.025,0.342,0.029,0.034,0.023,2686034901351034504,00hH,1,000n,AAAB,131,56,44,50,0.114,0.285706
203042203010002,264.880101155172,-29.1647917294088,STAR,0.769,,,,,,,359.10367298836013,1.0128791901035723,J173931.21-290953.3,264.8800572,-29.1648113,0.0356,0.0338,88.7,5.692,6.044,5.985,5.42,7.209,6.566,6.384,0.11,0.027,0.016,0.049,0.021,0.04,0.02,2657028801351014028,hhdh,1,5n41,BAAA,-1097,41,96,39,0.135,0.15508
203058201010002,273.47815983552,-33.693083772563,STAR,0.777,,,STAR,0.994,,,358.8428856127699,-7.599714046608617,J181354.78-334135.1,273.4782556,-33.6930834,0.0436,0.0406,93.6,10.863,10.926,11.114,8.19,11.535,11.071,10.944,0.024,0.023,0.196,,0.022,0.025,0.023,2735033401351021195,0h00,0,00nn,AABU,0,52,-34,53,0.065,0.286933
203058201010012,273.35641618778,-33.949088423907,STAR,0.719,,,STAR,1.0,,,358.5667489302485,-7.628961111617006,J181325.53-335656.8,273.3564163,-33.9491211,0.0394,0.0374,86.4,9.764,9.817,9.982,8.622,10.293,9.957,9.838,0.023,0.021,0.053,,0.024,0.024,0.019,2735033401351008338,0h00,1,000n,AAAU,-82,42,14,42,0.009,0.117698
203058201010059,273.46035935427,-33.58636149598,QSO,0.421,,,STAR,0.601,,,358.931310411549,-7.537056583536805,J181350.48-333510.9,273.4603537,-33.5863838,0.062,0.0585,112.3,12.669,12.76,12.291,8.643,13.255,12.796,12.74,0.028,0.037,,,0.024,0.022,0.026,2735033401351020451,0h00,0,11nn,AAUU,65,109,237,109,0.175,0.082115
203071101010001,267.98331806946,-29.85388980217,QSO,0.718,,,STAR,1.0,,,359.92204989795374,-1.6513618575866895,J175156.00-295114.0,267.9833372,-29.8539098,0.0496,0.0487,48.5,8.526,8.646,8.687,8.742,9.616,8.911,8.661,0.026,0.026,0.056,,0.024,0.028,0.025,2678030301351046542,hhh0,1,211n,AAAU,76,50,244,49,0.138,0.093447
204056406010033,261.29875608119,-36.436621245137,QSO,0.605,,,STAR,1.0,,,351.3703822841282,-0.44119298405629404,J172511.68-362611.8,261.2987033,-36.4366145,0.0713,0.0683,144.9,10.579,10.611,9.489,8.492,14.538,13.061,11.699,0.033,0.038,,,,0.069,,2611036401351031711,hhHP,1,11nn,AAUU,-35,69,-75,73,0.699,0.15474
204056802015110,263.25815586712,-34.585662855726,QSO,0.589,,,,,,,353.79456937518927,-0.7465657240208365,J173301.96-343508.6,263.258176,-34.5857354,0.0379,0.0359,93.7,8.361,8.436,8.342,7.174,9.004,8.677,8.537,0.022,0.02,0.048,0.149,0.021,0.023,0.021,2631034901351044229,dddD,1,212n,AAAB,14,40,-303,40,0.568,0.267801
205035002010030,265.7531562906,-39.180371253676,STAR,0.834,,,STAR,1.0,,,350.9682300768198,-4.884511994006266,J174300.77-391049.2,265.753227,-39.1803544,0.0382,0.0353,94.9,9.441,9.524,9.479,8.483,10.048,9.569,9.485,0.024,0.02,0.043,,0.024,0.023,0.022,2651039401351049016,0000,0,110n,AAAU,-19,42,20,42,0.13,0.206408
205110107010004,264.92019541294,-28.8534130102722,STAR,0.73,,,STAR,1.0,,,359.3860433498219,1.1488261732380074,J173940.85-285112.1,264.9202371,-28.8533811,0.0424,0.0407,95.8,8.005,8.082,8.163,6.577,8.555,8.275,8.141,0.024,0.023,0.057,0.102,0.026,0.027,0.018,2657028801351039063,dddd,1,1110,AAAA,-40,48,72,62,0.111,0.17449
