srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,GLIMPSE,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,3.6mag,4.5mag,5.8mag,8.0mag,e_3.6mag,e_4.5mag,e_5.8mag,e_8.0mag,C,F(3.6),e_F(3.6),F(4.5),e_F(4.5),F(5.8),e_F(5.8),F(8.0),e_F(8.0),q_3.6mag,q_4.5mag,q_5.8mag,q_8.0mag,angDist
200088201010039,271.11702915761,-24.383182496808,GALAXY,0.967,,,,,,,6.055743986256985,-1.3338814665411718,G006.0557-01.3341,271.117286,-24.383326,0.3,0.3,90.0,12.935,13.03,,,0.056,0.101,,,C,1.881,0.09641,1.102,0.1027,,,,,00000240,00000200,,,0.987996
200088201010044,270.83675305373,-24.334797356706,GALAXY,0.735,,,,,,,5.972487514134908,-1.0877031575172087,G005.9724-01.0876,270.836683,-24.334768,0.3,0.3,90.0,12.845,12.51,,,0.086,0.156,,,C,2.044,0.162,1.781,0.2564,,,,,00000200,00000000,,,0.252736
200088201010050,270.97819178393,-24.419058431195,GALAXY,0.67,,,,,,,5.962425043612062,-1.2413122079329142,G005.9621-01.2414,270.978167,-24.419321,0.3,0.3,90.0,14.465,,,,0.164,,,,A,0.46,0.06954,,,,,,,00000400,,,,0.948505
200088201010062,270.95251920347,-24.45197334011,GALAXY,0.616,,,,,,,5.9222647126612324,-1.2371179870071685,G005.9225-01.2372,270.952736,-24.451797,0.3,0.3,90.0,14.129,,,,0.14,,,,A,0.6267,0.08085,,,,,,,00000200,,,,0.952504
200088201010067,270.75911553524,-24.379043667335,GALAXY,0.433,,,,,,,5.899147933719069,-1.0479129255713557,G005.8990-01.0476,270.758796,-24.379014,0.3,0.3,90.0,13.117,13.141,,,0.076,0.14,,,C,1.591,0.1113,0.996,0.1282,,,,,00000400,00000000,,,1.053258
200088201010069,271.122565667541,-24.3843950321938,QSO,0.613,,,,,,,6.057159438474497,-1.3388710764388532,G006.0571-01.3390,271.122698,-24.384505,0.3,0.3,90.0,11.13,11.201,11.19,,0.051,0.062,0.091,,C,9.922,0.4619,5.944,0.3383,3.844,0.3233,,,00004240,00004200,00000000,,0.587609
200088201010070,270.721344607715,-24.3314766698984,QSO,0.66,,,,,,,5.923600940707124,-0.9945380625126803,G005.9233-00.9945,270.721206,-24.331695,0.3,0.3,90.0,12.627,,,,0.076,,,,A,2.499,0.1758,,,,,,,00004200,,,,0.907979
200088201010093,271.01396762904,-24.567182783721,GALAXY,0.731,,,,,,,5.849333224542231,-1.3423937967739639,G005.8491-01.3421,271.013671,-24.567228,0.3,0.3,90.0,13.444,13.33,,,0.137,0.124,,,C,1.177,0.1481,0.8369,0.09593,,,,,00000000,00000000,,,0.984972
200088201010103,270.75541915747,-24.337976974886,GALAXY,0.712,,,,,,,5.933237744300723,-1.0247595854131404,G005.9335-01.0248,270.755665,-24.337783,0.3,0.3,90.0,14.068,,,,0.096,,,,A,0.6627,0.05847,,,,,,,00004000,,,,1.066926
200088201010105,270.79753588618,-24.372552594839,GALAXY,0.627,,,,,,,5.9220301055403715,-1.0751783625241904,G005.9218-01.0753,270.797537,-24.372796,0.3,0.3,90.0,14.018,13.8,,,0.122,0.206,,,C,0.6937,0.07791,0.5428,0.1031,,,,,00000000,00000240,,,0.876479
200088201010106,270.945629370192,-24.3677963390065,QSO,0.667,,,,,,,5.992518583815263,-1.190301980614801,G005.9924-01.1905,270.945816,-24.367932,0.3,0.3,90.0,10.093,9.565,8.904,,0.111,0.053,0.221,,C,25.79,2.632,26.83,1.306,31.55,6.43,,,00000600,00000600,00000400,,0.783009
200088201010113,270.77554509851,-24.350674962132,GALAXY,0.677,,,,,,,5.93121397084895,-1.0469715064147707,G005.9315-01.0469,270.775686,-24.350388,0.3,0.3,90.0,14.697,,,,0.117,,,,A,0.3714,0.04008,,,,,,,00004340,,,,1.131584
200088201010125,270.967534564652,-24.3829310774009,GALAXY,0.836,,,,,,,5.989135631030173,-1.2151158254359165,G005.9889-01.2152,270.967582,-24.383156,0.3,0.3,90.0,9.934,10.019,9.721,,0.054,0.075,0.112,,C,29.84,1.484,17.66,1.218,14.88,1.532,,,00100240,00100440,00000400,,0.824311
200088201010137,270.97631358733,-24.558059805101,GALAXY,0.649,,,,,,,5.840466739750425,-1.308079250363381,G005.8406-01.3081,270.976543,-24.557928,0.3,0.3,90.0,14.511,14.265,,,0.113,0.237,,,A,0.4407,0.04568,0.3536,0.07732,,,,,00000740,00001200,,,0.888416
200088201010138,270.76121106281,-24.347878941851,GALAXY,0.639,,,,,,,5.92721711426097,-1.0342284355251259,G005.9269-01.0343,270.76114,-24.348201,0.3,0.3,90.0,13.78,14.104,,,0.094,0.318,,,C,0.8638,0.07439,0.4102,0.1202,,,,,00000200,00000000,,,1.182663
200088201010140,270.993845320394,-24.416299054857,GALAXY,0.859,,,,,,,5.9718297179322,-1.252374225469987,G005.9718-01.2524,270.993905,-24.416284,0.3,0.3,90.0,10.363,10.028,9.551,8.876,0.035,0.058,0.053,0.051,C,20.1,0.6501,17.52,0.9396,17.39,0.8413,18.06,0.8548,00000200,00000000,00000000,00000400,0.203247
200088201010168,270.76058752104,-24.338660327774,GALAXY,0.681,,,,,,,5.934962150994944,-1.029194605810477,G005.9350-01.0293,270.760787,-24.338688,0.3,0.3,90.0,13.291,,,,0.101,,,,A,1.356,0.1256,,,,,,,00004600,,,,0.661883
200088201010174,271.087839471617,-24.3312013848433,QSO,0.579,,,,,,,6.088017950928,-1.2852185142571342,G006.0878-01.2854,271.087996,-24.331465,0.3,0.3,90.0,11.129,11.107,11.181,11.469,0.048,0.069,0.102,0.286,C,9.932,0.4427,6.483,0.4132,3.875,0.3635,1.658,0.436,00000240,00000200,00000600,00000400,1.079037
200088201010187,271.02606187361,-24.554069223332,GALAXY,0.642,,,,,,,5.866161984070342,-1.3455423993484,G005.8662-01.3454,271.026062,-24.553972,0.3,0.3,90.0,10.578,10.704,10.562,10.731,0.066,0.059,0.086,0.109,C,16.5,1.008,9.4,0.509,6.851,0.5437,3.271,0.3282,00000000,00000200,00000200,00000400,0.349983
200088201010189,271.128567068213,-24.4429635068482,QSO,0.517,,,STAR,1.0,,,6.008774252806048,-1.372342172315572,G006.0089-01.3723,271.128651,-24.442837,0.3,0.3,90.0,10.549,10.389,10.419,10.676,0.071,0.079,0.062,0.112,C,16.94,1.112,12.56,0.9106,7.818,0.4479,3.44,0.355,00100640,00000400,00000200,00008200,0.531887
200088201010191,271.202834322749,-24.4429541454152,STAR,0.581,,,STAR,1.0,,,6.041915122979314,-1.4312792667019596,G006.0416-01.4312,271.202638,-24.443195,0.3,0.3,90.0,9.514,9.507,9.38,9.407,0.058,0.053,0.063,0.043,C,43.93,2.363,28.31,1.383,20.35,1.176,11.07,0.4411,00100040,00104400,00008600,00000200,1.079857
200088201010193,270.994425181869,-24.5006387914216,GALAXY,0.679,,,,,,,5.89859506049196,-1.2942407198236552,G005.8983-01.2941,270.994263,-24.500793,0.3,0.3,90.0,13.002,13.02,,,0.145,0.206,,,C,1.769,0.237,1.113,0.2108,,,,,00000600,00000400,,,0.768508
200088201010194,270.9714175913,-24.564228363561,GALAXY,0.604,,,,,,,5.832904505927395,-1.3072291310653215,G005.8326-01.3073,270.971377,-24.564505,0.3,0.3,90.0,13.253,13.225,,,0.077,0.13,,,C,1.404,0.09981,0.9214,0.1107,,,,,00004440,00004400,,,1.004698
200088201010204,271.0233653874,-24.580659416193,GALAXY,0.723,,,,,,,5.841783399110215,-1.356454204838523,G005.8417-01.3565,271.023458,-24.580788,0.3,0.3,90.0,14.049,,,,0.143,,,,A,0.6744,0.08858,,,,,,,00000000,,,,0.553412
200088201010211,270.913982616777,-24.5515647262234,STAR,0.463,,,,,,,5.818269160595257,-1.2555063348114368,G005.8183-01.2553,270.913863,-24.551431,0.3,0.3,90.0,9.927,10.078,9.963,9.663,0.048,0.057,0.074,0.074,C,30.04,1.34,16.72,0.8806,11.9,0.8142,8.744,0.5969,00000040,00000000,00000000,00000000,0.62091
200088201010216,270.71022688161,-24.344153856257,GALAXY,0.752,,,,,,,5.907575969773705,-0.9919691025971041,G005.9078-00.9920,270.710478,-24.343986,0.3,0.3,90.0,13.086,,,,0.108,,,,A,1.637,0.1634,,,,,,,00000400,,,,1.021648
200088201010223,270.94485671892,-24.454145773794,GALAXY,0.433,,,,,,,5.916944802950971,-1.2321095844556138,G005.9169-01.2324,270.94513,-24.454314,0.3,0.3,90.0,12.266,12.294,,,0.087,0.131,,,C,3.484,0.2789,2.173,0.2615,,,,,00100000,00000000,,,1.081391
200088201010224,271.011969426827,-24.3609185332378,STAR,0.709,,,,,,,6.028194378228686,-1.239567807128806,G006.0280-01.2396,271.011996,-24.361123,0.3,0.3,90.0,10.91,10.89,10.788,,0.171,0.095,0.136,,A,12.15,1.919,7.916,0.6911,5.565,0.6954,,,00080440,00084400,00000400,,0.741111
200088201010235,270.84326598902,-24.34987277043,GALAXY,0.604,,,,,,,5.962279533417311,-1.1002854753624847,G005.9621-01.1004,270.843391,-24.350047,0.3,0.3,90.0,9.905,9.745,9.209,9.55,0.064,0.12,0.052,0.177,C,30.65,1.796,22.72,2.513,23.83,1.144,9.71,1.582,00000000,00000000,00000200,00000600,0.749217
200088201010236,271.05220139034,-24.3285999078963,GALAXY,0.75,,,,,,,6.0743528197118115,-1.2556445427068161,G006.0742-01.2554,271.051992,-24.32862,0.3,0.3,90.0,11.712,11.739,11.615,,0.076,0.069,0.307,,C,5.803,0.4065,3.621,0.2292,2.599,0.7359,,,00000400,00000000,00000400,,0.690845
200088201010248,271.107709574573,-24.3998240392833,QSO,0.763,,,,,,,6.037073328017579,-1.334642111582266,G006.0370-01.3344,271.10755,-24.399786,0.3,0.3,90.0,12.059,11.871,11.803,,0.05,0.074,0.25,,C,4.218,0.1932,3.206,0.2193,2.186,0.5027,,,00000140,00000440,00000400,,0.541089
200088201010259,271.137163085826,-24.3123322839756,QSO,0.583,,,STAR,1.0,,,6.126509155107912,-1.3151413300888957,G006.1264-01.3151,271.137171,-24.31235,0.3,0.3,90.0,9.858,9.82,9.695,9.523,0.04,0.044,0.062,0.04,C,32.0,1.191,21.21,0.8609,15.23,0.8742,9.954,0.3685,00000000,00000000,00000000,00008400,0.069013
200088201010264,270.90542439836,-24.477385009019,GALAXY,0.671,,,,,,,5.879059806000428,-1.2122689073741872,G005.8792-01.2122,270.905467,-24.477227,0.3,0.3,90.0,14.028,,,,0.114,,,,A,0.6877,0.07225,,,,,,,00000240,,,,0.58583
200088201010269,271.067037134835,-24.4659848374155,QSO,0.538,,,,,,,5.961234234881932,-1.334814552900613,G005.9611-01.3346,271.066858,-24.465943,0.3,0.3,90.0,10.801,10.456,10.0,9.477,0.066,0.106,0.087,0.112,C,13.43,0.8135,11.81,1.15,11.5,0.9241,10.38,1.069,00000600,00000000,00000200,00000200,0.605845
200088201010270,271.069735159991,-24.4768768282945,QSO,0.653,,,,,,,5.952944663275167,-1.3422969464125085,G005.9529-01.3425,271.069945,-24.476993,0.3,0.3,90.0,10.125,10.112,9.919,,0.037,0.063,0.11,,C,25.03,0.8598,16.21,0.9367,12.4,1.252,,,00000000,00000400,00000400,,0.804946
200088201010272,270.94423410779,-24.545371241212,QSO,0.381,,,,,,,5.837187969737207,-1.276430038854858,G005.8372-01.2767,270.944552,-24.545428,0.3,0.3,90.0,10.805,10.858,10.778,10.631,0.057,0.057,0.133,0.308,C,13.39,0.7088,8.15,0.4286,5.615,0.6862,3.585,1.016,00000040,00000040,00000000,00008480,1.060707
200088201010282,271.000383080833,-24.3202404635147,STAR,0.498,,,,,,,6.0584581456956705,-1.2104016097631818,G006.0586-01.2102,271.000372,-24.320007,0.3,0.3,90.0,11.904,11.858,12.163,,0.074,0.107,0.29,,C,4.866,0.3333,3.247,0.3195,1.568,0.4181,,,00000440,00000400,00000400,,0.841384
200088201010285,270.72701219805,-24.418051815086,GALAXY,0.711,,,,,,,5.850791656608211,-1.0416802769702753,G005.8505-01.0414,270.726703,-24.418143,0.3,0.3,90.0,10.561,10.645,10.177,9.989,0.037,0.059,0.054,0.08,C,16.75,0.5742,9.917,0.539,9.77,0.4883,6.477,0.4773,00000200,00100000,00000400,00000400,1.065643
200088201010287,270.86386778389,-24.384038096149,GALAXY,0.706,,,,,,,5.941758525051072,-1.1334291599864768,G005.9418-01.1335,270.864096,-24.383995,0.3,0.3,90.0,12.278,12.228,,,0.094,0.11,,,C,3.445,0.2987,2.309,0.2336,,,,,00000400,00000200,,,0.763929
200088201010296,271.05724510412,-24.4012156985868,QSO,0.706,,,STAR,1.0,,,6.013315761645012,-1.2952739015411094,G006.0132-01.2955,271.057443,-24.4014,0.3,0.3,90.0,11.572,11.588,11.21,,0.05,0.076,0.185,,C,6.605,0.3021,4.163,0.2928,3.772,0.6418,,,00000040,00004200,00000200,,0.927677
200088201010299,270.761146503892,-24.402560498942,GALAXY,0.703,,,,,,,5.879587202825419,-1.0611027009956226,G005.8795-01.0609,270.760976,-24.402526,0.3,0.3,90.0,10.782,10.806,10.643,10.659,0.034,0.053,0.05,0.054,C,13.67,0.4307,8.557,0.4162,6.361,0.293,3.497,0.1732,00000200,00000000,00000200,00000000,0.57235
200088201010303,270.921665126404,-24.3602302332467,GALAXY,0.452,,,,,,,5.988381331047333,-1.1675712127190068,G005.9886-01.1677,270.92198,-24.36012,0.3,0.3,90.0,11.928,11.811,,,0.271,0.191,,,A,4.757,1.187,3.39,0.5971,,,,,00000400,00000400,,,1.105886
200088201010312,271.09332158838,-24.545990085869,GALAXY,0.848,,,,,,,5.903222661594334,-1.3948929593975983,G005.9032-01.3946,271.09311,-24.545843,0.3,0.3,90.0,14.173,14.122,,,0.111,0.179,,,C,0.6018,0.0615,0.4036,0.06668,,,,,00000240,00000000,,,0.871814
200088201010325,271.107499938962,-24.3858741826649,GALAXY,0.517,,,,,,,6.049141229967036,-1.3276364504861604,G006.0493-01.3276,271.107665,-24.385663,0.3,0.3,90.0,6.757,6.207,5.366,5.041,0.062,0.124,0.025,0.021,C,557.0,32.05,591.0,67.4,820.6,19.01,617.6,11.84,00004480,000044c0,00008000,00008200,0.933241
200088201010334,271.119152599711,-24.3156600851429,QSO,0.653,,,STAR,1.0,,,6.115560493113846,-1.3024665387440812,G006.1155-01.3025,271.119211,-24.315758,0.3,0.3,90.0,11.336,11.355,11.389,,0.09,0.065,0.158,,C,8.207,0.6771,5.157,0.3111,3.199,0.4641,,,00000240,00000240,00000200,,0.401099
200088201010339,271.211221091665,-24.4284511186363,GALAXY,0.561,,,STAR,1.0,,,6.058304438347458,-1.4308353920915964,G006.0582-01.4305,271.210892,-24.428316,0.3,0.3,90.0,9.187,8.858,8.047,6.43,0.055,0.065,0.028,0.017,C,59.4,3.002,51.44,3.062,69.46,1.794,171.8,2.681,00000540,00000440,00008000,00008000,1.183394
200088201010340,271.12141981116,-24.3647198920234,QSO,0.591,,,,,,,6.073801458014336,-1.3283167550650654,G006.0738-01.3283,271.121463,-24.364642,0.3,0.3,90.0,11.319,11.371,11.36,11.075,0.071,0.055,0.108,0.213,C,8.338,0.5466,5.085,0.2588,3.287,0.3263,2.382,0.4673,00000340,00100600,00008400,00008200,0.314162
200088201010351,270.90329098114,-24.35410769823,QSO,0.608,,,,,,,5.985486038866384,-1.1499845604953716,G005.9853-01.1502,270.903445,-24.35437,0.3,0.3,90.0,10.946,10.414,9.344,,0.098,0.088,0.224,,C,11.75,1.064,12.27,0.9997,21.04,4.339,,,00000400,00000400,00000400,,1.070904
200088201010352,271.11400797148,-24.3990027459695,QSO,0.485,,,STAR,1.0,,,6.040602138596553,-1.3392387457435977,G006.0407-01.3393,271.114197,-24.398981,0.3,0.3,90.0,10.516,10.434,10.487,10.528,0.052,0.054,0.059,0.096,C,17.46,0.8404,12.04,0.5936,7.346,0.3967,3.942,0.3483,00000000,00000400,00000000,00000400,0.624715
200088201010362,270.961019480903,-24.3368248612956,QSO,0.649,,,,,,,6.026390394647096,-1.1873003495146475,G006.0263-01.1876,270.961308,-24.336986,0.3,0.3,90.0,10.369,9.997,9.847,9.219,0.051,0.049,0.078,0.241,C,20.0,0.9346,18.03,0.8129,13.24,0.9553,13.17,2.927,00004240,00080280,00000200,00008400,1.109919
200088201010381,271.02851766413,-24.526136299279,GALAXY,0.677,,,,,,,5.891603598238897,-1.3337815789640188,G005.8916-01.3338,271.028577,-24.526121,0.3,0.3,90.0,13.793,13.958,,,0.096,0.285,,,C,0.8537,0.0757,0.4693,0.1233,,,,,00000200,00000200,,,0.202251
200088201010383,270.861153310599,-24.3934534571768,GALAXY,0.56,,,,,,,5.932342735215105,-1.135906798836178,G005.9321-01.1361,270.861258,-24.393721,0.3,0.3,90.0,12.68,12.666,10.489,,0.194,0.245,0.239,,C,2.38,0.4258,1.542,0.3487,7.333,1.615,,,00000400,00000400,00000400,,1.022466
200088201010386,271.060245550072,-24.3267896148571,QSO,0.728,,,STAR,1.0,,,6.079527618876294,-1.2611435028103788,G006.0793-01.2612,271.06023,-24.326935,0.3,0.3,90.0,10.781,10.696,10.531,10.257,0.051,0.064,0.084,0.133,C,13.69,0.645,9.469,0.5602,7.049,0.5439,5.061,0.6184,00000200,00000000,00000400,00008400,0.526051
200088201010401,271.120250566723,-24.2339940242615,QSO,0.614,,,STAR,1.0,,,6.187248425335261,-1.2633032411887788,G006.1872-01.2633,271.120288,-24.234034,0.3,0.3,90.0,8.806,8.502,7.691,6.655,0.038,0.034,0.036,0.024,C,84.39,2.945,71.42,2.255,96.49,3.205,139.6,3.088,00000040,00000000,00000000,00008000,0.188857
200088201010413,271.048149943116,-24.4248148212754,QSO,0.46,,,,,,,5.988682421342444,-1.2996349930220168,G005.9885-01.2998,271.048267,-24.424983,0.3,0.3,90.0,10.364,10.302,10.277,10.834,0.042,0.052,0.066,0.163,C,20.09,0.7769,13.61,0.6492,8.914,0.5425,2.975,0.447,00000000,00000000,00000200,00008600,0.716662
200088201010416,271.074624974204,-24.4032776225769,QSO,0.617,,,,,,,6.019284198407177,-1.3100776363673672,G006.0195-01.3100,271.074717,-24.403072,0.3,0.3,90.0,12.774,12.714,,,0.12,0.167,,,C,2.183,0.2414,1.476,0.2264,,,,,00000600,00000400,,,0.799418
200088201010417,271.134525081038,-24.4026798877022,QSO,0.508,,,,,,,6.046557259226151,-1.3573270579041399,G006.0463-01.3573,271.134417,-24.402862,0.3,0.3,90.0,10.986,10.981,10.892,10.66,0.036,0.065,0.058,0.089,C,11.33,0.3797,7.28,0.439,5.058,0.2688,3.491,0.2868,00000240,00100600,00000000,00000400,0.744992
200088201010420,271.15449533557,-24.4993674858612,QSO,0.466,,,STAR,1.0,,,5.971160348421739,-1.4205538112198792,G005.9709-01.4206,271.154491,-24.499627,0.3,0.3,90.0,10.959,10.877,11.119,,0.037,0.044,0.075,,C,11.61,0.3948,8.01,0.3234,4.104,0.2846,,,00000200,00000000,00000400,,0.93434
200088201010428,271.10423334312,-24.4624748851459,QSO,0.499,,,,,,,5.980901528282971,-1.3625996198686696,G005.9808-01.3626,271.10427,-24.462598,0.3,0.3,90.0,10.103,10.05,9.882,9.683,0.034,0.041,0.049,0.089,C,25.56,0.7953,17.16,0.6418,12.82,0.5781,8.585,0.703,00000200,00000200,00000000,00000000,0.459069
200088201010432,270.848863047133,-24.2572778019265,GALAXY,0.964,,,,,,,6.045421400923483,-1.05917910776723,G006.0454-01.0590,270.848815,-24.257184,0.3,0.3,90.0,11.429,11.45,11.263,11.472,0.039,0.063,0.06,0.104,C,7.532,0.2681,4.726,0.2725,3.592,0.1976,1.653,0.158,00000000,00000000,00000601,00000400,0.372651
200088201010437,271.140003451121,-24.3652609292521,GALAXY,0.493,,,,,,,6.081629359968671,-1.3433375491673754,G006.0815-01.3432,271.139877,-24.365241,0.3,0.3,90.0,8.876,8.539,8.195,7.412,0.026,0.027,0.026,0.015,C,79.08,1.858,69.02,1.711,60.62,1.443,69.54,0.9405,00000200,00000200,00008000,00000000,0.420547
200088201010439,270.951016697056,-24.372746820095,QSO,0.593,,,,,,,5.9906169783800856,-1.1970082737548406,G005.9903-01.1971,270.951002,-24.373042,0.3,0.3,90.0,11.161,11.175,10.179,,0.205,0.117,0.127,,C,9.638,1.818,6.087,0.6561,9.749,1.144,,,00000400,00000400,00002200,,1.063712
200088201010445,270.843862556834,-24.3681646812894,GALAXY,0.91,,,,,,,5.94661809496353,-1.1097564796229624,G005.9468-01.1098,270.844138,-24.368004,0.3,0.3,90.0,8.064,8.091,8.012,8.114,0.04,0.116,0.043,0.118,C,167.1,6.1,104.2,11.18,71.79,2.867,36.43,3.971,00000200,00000000,00000200,00000000,1.072418
200088201010451,271.055554304644,-24.41408160098,QSO,0.535,,,,,,,6.001346073757926,-1.3002440276225828,G006.0012-01.3004,271.055717,-24.414222,0.3,0.3,90.0,11.319,11.276,11.188,,0.046,0.062,0.109,,C,8.334,0.3526,5.548,0.3154,3.85,0.3849,,,00000000,00000200,00000000,,0.734769
200088201010460,270.74479573217,-24.423329392295,GALAXY,0.628,,,,,,,5.854174839107346,-1.058371844990456,G005.8538-01.0582,270.744511,-24.42353,0.3,0.3,90.0,12.768,12.74,12.431,,0.091,0.111,0.308,,C,2.194,0.1835,1.441,0.1477,1.225,0.3476,,,00000600,00000000,00000200,,1.180344
200088201010462,271.046329996914,-24.3625495935442,STAR,0.42,,,,,,,6.042138039169538,-1.2676406680532846,G006.0422-01.2677,271.046521,-24.362556,0.3,0.3,90.0,9.836,9.82,9.731,9.821,0.043,0.049,0.063,0.069,C,32.68,1.302,21.21,0.9555,14.73,0.8569,7.562,0.4804,00004340,000845c0,00008200,00008600,0.626635
200088201010466,271.0808786616,-24.4355242767475,QSO,0.532,,,,,,,5.99396823612258,-1.3308553566593537,G005.9941-01.3307,271.080935,-24.435304,0.3,0.3,90.0,11.83,11.753,11.019,10.061,0.133,0.077,0.158,0.248,C,5.208,0.6391,3.574,0.2532,4.5,0.6542,6.065,1.387,00000400,00000400,00008600,00000400,0.814052
200088201010469,271.012302519725,-24.4452964447407,QSO,0.454,,,,,,,5.954812066977621,-1.2812495308179987,G005.9545-01.2814,271.012323,-24.445619,0.3,0.3,90.0,12.028,12.097,11.567,,0.065,0.114,0.306,,C,4.337,0.261,2.605,0.2726,2.716,0.766,,,00000400,00000400,00000400,,1.163072
200088201010484,270.753927848877,-24.2562806784636,GALAXY,0.728,,,,,,,6.003682216391919,-0.9833442182210378,G006.0034-00.9834,270.753917,-24.256536,0.3,0.3,90.0,10.858,10.847,10.776,10.977,0.042,0.068,0.051,0.079,C,12.75,0.4947,8.233,0.5164,5.629,0.2624,2.608,0.1908,00100040,00100000,00000001,00008000,0.919875
200088201010489,270.83677312855,-24.456602238166,GALAXY,0.653,,,,,,,5.866429103295227,-1.1476391545882954,G005.8665-01.1473,270.836582,-24.456355,0.3,0.3,90.0,14.784,14.301,,,0.189,0.35,,,A,0.3426,0.05962,0.3421,0.1102,,,,,00000200,00000240,,,1.088516
200088201010490,271.122146914993,-24.4243880752201,QSO,0.724,,,STAR,1.0,,,6.022104032591655,-1.3581425070355402,G006.0220-01.3582,271.122257,-24.424484,0.3,0.3,90.0,11.404,11.438,11.506,,0.042,0.065,0.095,,C,7.707,0.2966,4.781,0.2878,2.872,0.2505,,,00000240,00000000,00000200,,0.49948
200088201010494,270.861242860298,-24.2123951619055,QSO,0.549,,,STAR,1.0,,,6.0900595589394175,-1.0469318228568385,G006.0898-01.0471,270.861322,-24.21266,0.3,0.3,90.0,10.621,10.457,10.446,10.66,0.039,0.066,0.072,0.073,C,15.86,0.5677,11.8,0.7135,7.624,0.509,3.49,0.2347,00000000,00000000,00000000,00000000,0.987971
200088201010502,271.032551523139,-24.3866978761105,QSO,0.537,,,,,,,6.014931827414483,-1.268554673160215,G006.0148-01.2686,271.032622,-24.386777,0.3,0.3,90.0,10.686,10.49,10.234,9.847,0.064,0.07,0.07,0.107,C,14.93,0.8746,11.44,0.7409,9.266,0.601,7.382,0.7304,00004600,00004400,00000400,00000400,0.367116
