srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,GLIMPSE,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,3.6mag,4.5mag,5.8mag,8.0mag,e_3.6mag,e_4.5mag,e_5.8mag,e_8.0mag,C,F(3.6),e_F(3.6),F(4.5),e_F(4.5),F(5.8),e_F(5.8),F(8.0),e_F(8.0),q_3.6mag,q_4.5mag,q_5.8mag,q_8.0mag,angDist
201129721010061,266.581208931754,-28.8936674870895,GALAXY,0.519,,,,,,,0.11657271396131959,-0.10959841066387974,G000.1166-00.1096,266.581283,-28.893649,0.3,0.3,90.0,12.096,11.982,,,0.107,0.097,,,A,4.074,0.4027,2.895,0.2598,,,,,00000340,00080200,,,0.243053
201357424010006,270.43858401269,-23.307272618669,GALAXY,0.967,,,,,,,6.686703056584931,-0.2640193237055273,G006.6866-00.2640,270.438581,-23.307351,0.3,0.3,90.0,11.406,11.433,11.005,11.137,0.043,0.056,0.064,0.083,C,7.694,0.3075,4.802,0.2482,4.558,0.2695,2.25,0.172,00000000,00000000,00000000,00000400,0.282325
201357428010007,270.51502685469,-22.728095504702,STAR,0.564,,,,,,,7.224954596376518,-0.03888865395725034,G007.2249-00.0388,270.514997,-22.72805,0.3,0.3,90.0,12.26,12.502,,,0.198,0.18,,,A,3.505,0.6407,1.794,0.2976,,,,,00000200,00000040,,,0.191486
201357430010001,270.75710747288,-22.718545214906,GALAXY,0.612,,,,,,,7.34342906069988,-0.2283979055755015,G007.3434-00.2284,270.757167,-22.718504,0.3,0.3,90.0,6.912,6.939,6.842,6.911,0.038,0.035,0.028,0.022,C,483.0,16.89,301.2,9.706,210.8,5.399,110.3,2.206,000000c0,00004040,00008200,00008000,0.247533
201357431010001,270.6617717837,-22.539702617023,STAR,0.702,,,STAR,1.0,,,7.45565427595561,-0.06367511963526742,G007.4556-00.0636,270.661715,-22.539677,0.3,0.3,90.0,10.416,10.444,10.302,10.318,0.038,0.048,0.048,0.048,C,19.15,0.6661,11.94,0.5301,8.707,0.383,4.784,0.2112,00000000,00000000,00000200,00000400,0.209996
201357431010003,270.62619431332,-22.480157448043,STAR,0.532,,,,,,,7.491234417373848,-0.005710331827861051,G007.4911-00.0056,270.62614,-22.480203,0.3,0.3,90.0,11.32,11.492,11.451,,0.077,0.223,0.134,,A,8.325,0.5901,4.547,0.9334,3.022,0.3726,,,00084540,00084400,00000400,,0.243784
201359601010002,267.84697108335,-26.626320726756,GALAXY,0.686,,,,,,,2.636820558459941,0.09894376862002592,G002.6368+00.0988,267.847042,-26.626347,0.3,0.3,90.0,12.938,12.769,,,0.123,0.127,,,C,1.876,0.2128,1.403,0.1639,,,,,00000240,00100000,,,0.247222
201359601010122,267.88416933285,-26.772540091675,GALAXY,0.662,,,,,,,2.5280931643815716,-0.0043172291951395145,G002.5280-00.0043,267.884157,-26.772557,0.3,0.3,90.0,12.842,12.743,,,0.108,0.16,,,C,2.05,0.2038,1.437,0.2113,,,,,00000600,00000400,,,0.072801
201361402010039,270.13419308451,-25.67715724665,GALAXY,0.664,,,,,,,4.490537014259148,-1.19719167959588,G004.4905-01.1971,270.134102,-25.67715,0.3,0.3,90.0,14.687,,,,0.166,,,,A,0.3747,0.05726,,,,,,,00000440,,,,0.296327
201361402010054,270.13013199209,-25.688261648171,GALAXY,0.557,,,,,,,4.479077057045468,-1.199521773710926,G004.4791-01.1995,270.130188,-25.688206,0.3,0.3,90.0,13.818,13.995,,,0.125,0.356,,,C,0.8344,0.09578,0.4536,0.1486,,,,,00004240,00000000,,,0.270548
201361402010148,270.44365232951,-25.593862432955,GALAXY,0.644,,,,,,,4.701075815258993,-1.398372600147851,G004.7010-01.3984,270.443727,-25.5939,0.3,0.3,90.0,14.695,,,,0.131,,,,A,0.3722,0.04482,,,,,,,00000000,,,,0.277594
201361402015192,270.04064951378,-25.769878724042,STAR,0.513,,,,,,,4.368189904172652,-1.1700470437093287,G004.3682-01.1700,270.040623,-25.769847,0.3,0.3,90.0,12.164,12.07,11.834,,0.054,0.067,0.117,,C,3.829,0.1893,2.669,0.1645,2.124,0.2284,,,00004040,00004000,00000000,,0.142936
201416106010027,272.325765196784,-23.5771557897428,QSO,0.642,,,,,,,7.297874422885977,-1.906340206447498,G007.2978-01.9063,272.325732,-23.577139,0.3,0.3,90.0,12.13,12.016,11.906,11.733,0.039,0.085,0.078,0.1,C,3.951,0.1436,2.807,0.2196,1.987,0.1432,1.299,0.1194,00000140,00000000,00008000,00008000,0.125089
201416106010032,272.538403117439,-23.7143890646959,QSO,0.542,,,STAR,1.0,,,7.271668858310664,-2.1431701305028885,G007.2716-02.1432,272.538422,-23.714438,0.3,0.3,90.0,12.495,12.527,,,0.087,0.132,,,A,2.823,0.2258,1.753,0.2134,,,,,00002000,00002000,,,0.186826
201416106010035,272.443203643283,-23.6810017923216,QSO,0.611,,,STAR,1.0,,,7.258871354023725,-2.0507031964287328,G007.2588-02.0506,272.443172,-23.680962,0.3,0.3,90.0,8.802,8.797,8.73,8.81,0.047,0.049,0.044,0.09,C,84.71,3.671,54.41,2.439,37.05,1.494,19.19,1.592,00000000,00000000,00000000,00000400,0.177354
201442201010035,266.964728205199,-28.2041332272918,GALAXY,0.64,,,STAR,1.0,,,0.8808610550679293,-0.04022939773120732,G000.8808-00.0401,266.964667,-28.204085,0.3,0.3,90.0,13.394,13.16,,,0.064,0.138,,,C,1.233,0.07304,0.9785,0.1247,,,,,00000200,00000200,,,0.260302
201442714010001,269.145395544854,-21.9880970416607,STAR,0.943,,,,,,,7.235769226710832,1.4280419450926483,G007.2357+01.4280,269.145373,-21.988065,0.3,0.3,90.0,7.66,7.595,7.729,7.64,0.036,0.04,0.024,0.025,C,242.3,8.017,164.7,6.101,93.15,2.063,56.38,1.321,00000000,00004000,00008000,00100000,0.137523
201442714010006,269.031551883441,-22.1366616520402,QSO,0.579,,,,,,,7.054252404271489,1.4446435767518337,G007.0542+01.4446,269.031522,-22.136696,0.3,0.3,90.0,11.936,11.844,11.789,11.967,0.047,0.064,0.078,0.096,C,4.721,0.206,3.288,0.1941,2.214,0.1593,1.048,0.09243,00000040,00000000,00000000,00000000,0.158681
201442714010008,269.112211215172,-22.0115918146529,STAR,0.589,,,STAR,1.0,,,7.199991348886233,1.4428548255298337,G007.1999+01.4429,269.112147,-22.011609,0.3,0.3,90.0,9.683,9.634,9.558,9.592,0.029,0.036,0.032,0.027,C,37.63,1.004,25.18,0.8294,17.28,0.5076,9.335,0.2319,00000040,00000040,00000000,00008000,0.222735
201446302015034,270.43286345787,-25.608572031236,GALAXY,0.719,,,,,,,4.683474577979771,-1.3971812631186895,G004.6834-01.3971,270.4328,-25.608559,0.3,0.3,90.0,13.736,13.782,,,0.084,0.136,,,C,0.9001,0.06978,0.5517,0.069,,,,,00000040,00000000,,,0.211099
201458402010001,272.703586214276,-21.3640555432437,STAR,0.828,,,STAR,1.0,,,9.405433498374636,-1.14404592543814,G009.4054-01.1440,272.703613,-21.364006,0.3,0.3,90.0,10.643,10.642,10.557,10.503,0.047,0.048,0.051,0.038,C,15.54,0.67,9.947,0.4393,6.884,0.3261,4.034,0.1411,00000000,00000000,00000000,00000000,0.199616
201458402010002,272.51351843763,-21.393041356092,QSO,0.71,,,STAR,0.993,,,9.294639533223458,-1.0029979719802038,G009.2946-01.0030,272.513545,-21.393024,0.3,0.3,90.0,11.497,11.396,11.354,11.157,0.068,0.106,0.103,0.134,C,7.073,0.4428,4.967,0.4827,3.303,0.3143,2.209,0.2726,00102000,00004000,00000000,00000000,0.108939
201458402010003,272.731912914001,-21.2072162185883,QSO,0.511,,,,,,,9.55561070390877,-1.0915995254882136,G009.5556-01.0916,272.731925,-21.207215,0.3,0.3,90.0,10.536,10.406,10.455,10.317,0.037,0.082,0.044,0.073,C,17.14,0.5825,12.37,0.9313,7.562,0.3048,4.788,0.3226,00000000,00000000,00008000,00000000,0.040854
201458402010007,272.744957522199,-21.2177782204726,QSO,0.716,,,STAR,1.0,,,9.552213237926567,-1.1073444190324804,G009.5522-01.1073,272.744966,-21.217752,0.3,0.3,90.0,10.74,10.83,10.668,10.755,0.055,0.103,0.064,0.122,C,14.21,0.7156,8.369,0.7913,6.217,0.3676,3.199,0.3606,00004000,00000000,00000000,00000000,0.098687
201458402010010,272.696131138465,-21.3469042305807,STAR,0.63,,,STAR,1.0,,,9.417117687286046,-1.1296963934112598,G009.4170-01.1296,272.696071,-21.346952,0.3,0.3,90.0,8.962,9.015,8.967,9.001,0.041,0.046,0.035,0.032,C,73.04,2.781,44.52,1.866,29.78,0.9474,16.1,0.4772,00000000,00000000,00000000,00000000,0.265159
201458402010027,272.72888805666,-21.183727165806,QSO,0.559,,,,,,,9.574838164592721,-1.0778108867687008,G009.5747-01.0777,272.728852,-21.183758,0.3,0.3,90.0,13.536,13.538,,,0.091,0.147,,,C,1.082,0.09108,0.6908,0.09327,,,,,00000000,00000000,,,0.164194
201458402010036,272.57817778335,-21.272149722424,GALAXY,0.654,,,,,,,9.429607368327686,-0.9973790359056748,G009.4296-00.9973,272.57819,-21.272162,0.3,0.3,90.0,11.831,11.822,11.742,11.723,0.057,0.071,0.165,0.263,C,5.203,0.2745,3.354,0.2186,2.312,0.3515,1.312,0.3178,00000140,000840c0,00000400,00008400,0.060374
201458411010005,272.67794524841,-21.400844271373,QSO,0.521,,,,,,,9.361683402508868,-1.1408575788723518,G009.3616-01.1409,272.678002,-21.400872,0.3,0.3,90.0,13.836,13.681,,,0.077,0.221,,,C,0.8204,0.05797,0.6056,0.1231,,,,,00004000,00004000,,,0.215161
201459701015036,270.595993714961,-23.2230652321451,QSO,0.654,,,,,,,6.83136287315066,-0.34814496220806707,G006.8313-00.3480,270.595937,-23.223027,0.3,0.3,90.0,12.112,12.062,11.943,,0.042,0.071,0.105,,C,4.016,0.1552,2.69,0.1753,1.921,0.186,,,00000040,00000040,00008600,,0.232682
201480901010010,268.605304753692,-26.3312793315005,GALAXY,0.67,,,,,,,3.23598421356069,-0.33556769484204424,G003.2359-00.3356,268.605353,-26.331308,0.3,0.3,90.0,7.801,7.776,7.702,7.63,0.045,0.04,0.029,0.024,C,212.9,8.784,139.3,5.164,95.52,2.557,56.89,1.234,00002000,00002000,0000a000,0000a000,0.1871
201480905010018,268.561329506891,-26.2015101416025,QSO,0.446,,,STAR,1.0,,,3.3279580082327005,-0.23588737898344664,G003.3279-00.2358,268.56134,-26.201482,0.3,0.3,90.0,9.269,9.302,9.183,9.145,0.036,0.048,0.036,0.033,C,55.06,1.828,34.16,1.495,24.4,0.8164,14.1,0.4233,000841c0,000805c0,00000000,00008000,0.106729
201480905010036,268.780217961803,-26.2606880574211,GALAXY,0.548,,,,,,,3.376141732905432,-0.435217686287355,G003.3761-00.4352,268.780231,-26.260632,0.3,0.3,90.0,13.727,13.073,,,0.085,0.141,,,C,0.9071,0.07093,1.06,0.1379,,,,,00000640,00002200,,,0.206015
201482101010015,272.316849750604,-20.5301583769811,QSO,0.588,,,STAR,1.0,,,9.961181663907885,-0.42499367327275583,G009.9612-00.4250,272.31693,-20.530151,0.3,0.3,90.0,11.274,11.046,10.599,9.8,0.037,0.057,0.042,0.03,C,8.692,0.2974,6.86,0.3589,6.623,0.2574,7.707,0.2142,00100000,00100280,00000000,00000080,0.272033
201524201010088,271.008923696521,-28.5378972800175,GALAXY,0.501,,,,,,,2.3825409095066883,-3.2837030176813995,G002.3825-03.2837,271.008962,-28.53796,0.3,0.3,90.0,9.939,,9.842,,0.062,,0.069,,A,29.72,1.702,,,13.3,0.849,,,00000000,,00000000,,0.256276
201579601010056,271.635009638762,-29.2437962821615,GALAXY,0.51,,,STAR,0.959,,,2.0315134343398125,-4.10593361327041,G002.0314-04.1059,271.634983,-29.243842,0.3,0.3,90.0,12.545,12.527,12.385,12.186,0.04,0.076,0.121,0.093,C,2.695,0.09974,1.753,0.1234,1.279,0.1428,0.856,0.0735,00000000,00000000,00000000,00000000,0.184563
201645611015013,272.064303659295,-20.4561521198886,STAR,0.511,,,,,,,9.911217925622653,-0.18221213510570716,G009.9112-00.1822,272.064387,-20.456168,0.3,0.3,90.0,13.73,13.595,,,0.083,0.124,,,C,0.9049,0.0694,0.6556,0.07491,,,,,00004000,00004000,,,0.287175
202012701010044,272.521998095105,-23.4575421975792,QSO,0.621,,,,,,,7.489597802722329,-2.0061825683708263,G007.4896-02.0061,272.521975,-23.457509,0.3,0.3,90.0,12.291,12.215,12.375,11.931,0.072,0.082,0.158,0.163,C,3.407,0.2261,2.337,0.1761,1.291,0.1881,1.084,0.1628,00004000,00004000,00000000,00000000,0.14158
202026708010320,266.6512299813,-28.836663908719,GALAXY,0.739,,,,,,,0.19713756586918355,-0.13238147869703742,G000.1971-00.1323,266.651235,-28.836618,0.3,0.3,90.0,12.091,11.723,,,0.092,0.108,,,C,4.094,0.3481,3.677,0.3668,,,,,00000400,00000740,,,0.16625
202030401010038,270.89861031803,-30.014750191674,QSO,0.621,,,STAR,0.866,,,1.0442273725442741,-3.921166275556591,G001.0442-03.9211,270.898582,-30.014724,0.3,0.3,90.0,12.808,12.794,12.257,,0.061,0.118,0.146,,C,2.115,0.118,1.37,0.149,1.438,0.193,,,00100200,00000000,00000000,,0.129159
