srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,GLIMPSE,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,3.6mag,4.5mag,5.8mag,8.0mag,e_3.6mag,e_4.5mag,e_5.8mag,e_8.0mag,C,F(3.6),e_F(3.6),F(4.5),e_F(4.5),F(5.8),e_F(5.8),F(8.0),e_F(8.0),q_3.6mag,q_4.5mag,q_5.8mag,q_8.0mag,angDist
201416106010032,272.538403117439,-23.7143890646959,QSO,0.542,,,STAR,1.0,,,7.271668858310664,-2.1431701305028885,G007.2716-02.1432,272.538422,-23.714438,0.3,0.3,90.0,12.495,12.527,,,0.087,0.132,,,A,2.823,0.2258,1.753,0.2134,,,,,00002000,00002000,,,0.186826
201416106010035,272.443203643283,-23.6810017923216,QSO,0.611,,,STAR,1.0,,,7.258871354023725,-2.0507031964287328,G007.2588-02.0506,272.443172,-23.680962,0.3,0.3,90.0,8.802,8.797,8.73,8.81,0.047,0.049,0.044,0.09,C,84.71,3.671,54.41,2.439,37.05,1.494,19.19,1.592,00000000,00000000,00000000,00000400,0.177354
201442714010001,269.145395544854,-21.9880970416607,STAR,0.943,,,,,,,7.235769226710832,1.4280419450926483,G007.2357+01.4280,269.145373,-21.988065,0.3,0.3,90.0,7.66,7.595,7.729,7.64,0.036,0.04,0.024,0.025,C,242.3,8.017,164.7,6.101,93.15,2.063,56.38,1.321,00000000,00004000,00008000,00100000,0.137523
201442714010006,269.031551883441,-22.1366616520402,QSO,0.579,,,,,,,7.054252404271489,1.4446435767518337,G007.0542+01.4446,269.031522,-22.136696,0.3,0.3,90.0,11.936,11.844,11.789,11.967,0.047,0.064,0.078,0.096,C,4.721,0.206,3.288,0.1941,2.214,0.1593,1.048,0.09243,00000040,00000000,00000000,00000000,0.158681
201458402010001,272.703586214276,-21.3640555432437,STAR,0.828,,,STAR,1.0,,,9.405433498374636,-1.14404592543814,G009.4054-01.1440,272.703613,-21.364006,0.3,0.3,90.0,10.643,10.642,10.557,10.503,0.047,0.048,0.051,0.038,C,15.54,0.67,9.947,0.4393,6.884,0.3261,4.034,0.1411,00000000,00000000,00000000,00000000,0.199616
201458402010002,272.51351843763,-21.393041356092,QSO,0.71,,,STAR,0.993,,,9.294639533223458,-1.0029979719802038,G009.2946-01.0030,272.513545,-21.393024,0.3,0.3,90.0,11.497,11.396,11.354,11.157,0.068,0.106,0.103,0.134,C,7.073,0.4428,4.967,0.4827,3.303,0.3143,2.209,0.2726,00102000,00004000,00000000,00000000,0.108939
201458402010003,272.731912914001,-21.2072162185883,QSO,0.511,,,,,,,9.55561070390877,-1.0915995254882136,G009.5556-01.0916,272.731925,-21.207215,0.3,0.3,90.0,10.536,10.406,10.455,10.317,0.037,0.082,0.044,0.073,C,17.14,0.5825,12.37,0.9313,7.562,0.3048,4.788,0.3226,00000000,00000000,00008000,00000000,0.040854
201458402010007,272.744957522199,-21.2177782204726,QSO,0.716,,,STAR,1.0,,,9.552213237926567,-1.1073444190324804,G009.5522-01.1073,272.744966,-21.217752,0.3,0.3,90.0,10.74,10.83,10.668,10.755,0.055,0.103,0.064,0.122,C,14.21,0.7156,8.369,0.7913,6.217,0.3676,3.199,0.3606,00004000,00000000,00000000,00000000,0.098687
201458402010027,272.72888805666,-21.183727165806,QSO,0.559,,,,,,,9.574838164592721,-1.0778108867687008,G009.5747-01.0777,272.728852,-21.183758,0.3,0.3,90.0,13.536,13.538,,,0.091,0.147,,,C,1.082,0.09108,0.6908,0.09327,,,,,00000000,00000000,,,0.164194
201458402010036,272.57817778335,-21.272149722424,GALAXY,0.654,,,,,,,9.429607368327686,-0.9973790359056748,G009.4296-00.9973,272.57819,-21.272162,0.3,0.3,90.0,11.831,11.822,11.742,11.723,0.057,0.071,0.165,0.263,C,5.203,0.2745,3.354,0.2186,2.312,0.3515,1.312,0.3178,00000140,000840c0,00000400,00008400,0.060374
201480901010010,268.605304753692,-26.3312793315005,GALAXY,0.67,,,,,,,3.23598421356069,-0.33556769484204424,G003.2359-00.3356,268.605353,-26.331308,0.3,0.3,90.0,7.801,7.776,7.702,7.63,0.045,0.04,0.029,0.024,C,212.9,8.784,139.3,5.164,95.52,2.557,56.89,1.234,00002000,00002000,0000a000,0000a000,0.1871
201480905010018,268.561329506891,-26.2015101416025,QSO,0.446,,,STAR,1.0,,,3.3279580082327005,-0.23588737898344664,G003.3279-00.2358,268.56134,-26.201482,0.3,0.3,90.0,9.269,9.302,9.183,9.145,0.036,0.048,0.036,0.033,C,55.06,1.828,34.16,1.495,24.4,0.8164,14.1,0.4233,000841c0,000805c0,00000000,00008000,0.106729
201579601010056,271.635009638762,-29.2437962821615,GALAXY,0.51,,,STAR,0.959,,,2.0315134343398125,-4.10593361327041,G002.0314-04.1059,271.634983,-29.243842,0.3,0.3,90.0,12.545,12.527,12.385,12.186,0.04,0.076,0.121,0.093,C,2.695,0.09974,1.753,0.1234,1.279,0.1428,0.856,0.0735,00000000,00000000,00000000,00000000,0.184563
202012701010044,272.521998095105,-23.4575421975792,QSO,0.621,,,,,,,7.489597802722329,-2.0061825683708263,G007.4896-02.0061,272.521975,-23.457509,0.3,0.3,90.0,12.291,12.215,12.375,11.931,0.072,0.082,0.158,0.163,C,3.407,0.2261,2.337,0.1761,1.291,0.1881,1.084,0.1628,00004000,00004000,00000000,00000000,0.14158
202026708010320,266.6512299813,-28.836663908719,GALAXY,0.739,,,,,,,0.19713756586918355,-0.13238147869703742,G000.1971-00.1323,266.651235,-28.836618,0.3,0.3,90.0,12.091,11.723,,,0.092,0.108,,,C,4.094,0.3481,3.677,0.3668,,,,,00000400,00000740,,,0.16625
202030401010038,270.89861031803,-30.014750191674,QSO,0.621,,,STAR,0.866,,,1.0442273725442741,-3.921166275556591,G001.0442-03.9211,270.898582,-30.014724,0.3,0.3,90.0,12.808,12.794,12.257,,0.061,0.118,0.146,,C,2.115,0.118,1.37,0.149,1.438,0.193,,,00100200,00000000,00000000,,0.129159
202039301010114,267.01587617882,-28.4606439562,GALAXY,0.504,,,STAR,1.0,,,0.6845382991426967,-0.21134988348301179,G000.6845-00.2113,267.015896,-28.460636,0.3,0.3,90.0,11.055,10.591,10.168,10.336,0.055,0.055,0.039,0.061,C,10.63,0.5374,10.42,0.5323,9.847,0.3544,4.706,0.2642,00100540,00100400,00100200,00008200,0.069169
202052401010033,267.05791242389,-28.296469159701,QSO,0.585,,,,,,,0.8442208270732037,-0.15821815831713948,G000.8442-00.1582,267.057901,-28.296484,0.3,0.3,90.0,13.307,12.812,,,0.06,0.133,,,C,1.336,0.07446,1.349,0.165,,,,,00100340,00000200,,,0.06469
202053501010007,272.15970847164,-20.429057957551,GALAXY,0.543,,,,,,,9.97828754930829,-0.24723174215106136,G009.9782-00.2472,272.15971,-20.429105,0.3,0.3,90.0,14.27,,,,0.151,,,,A,0.5501,0.07643,,,,,,,00080540,,,,0.169581
202058002010058,271.74376540149,-29.520749649709,GALAXY,0.487,,,STAR,0.624,,,1.834301732806221,-4.322731590268188,G001.8343-04.3227,271.743778,-29.520715,0.3,0.3,90.0,13.773,13.464,,,0.111,0.137,,,C,0.8699,0.0892,0.7397,0.09336,,,,,00000040,00000000,,,0.13083
202063805010001,269.9397291639,-22.027635558099,QSO,0.425,,,,,,,7.569567232804205,0.7703601317111339,G007.5695+00.7703,269.939717,-22.027646,0.3,0.3,90.0,13.244,13.23,,,0.054,0.127,,,C,1.416,0.07063,0.9174,0.1072,,,,,00000344,00010000,,,0.055059
202063806010001,270.674766096882,-20.2881325470276,GALAXY,0.766,,,GALAXY,0.886,,,9.42050066832051,1.036092733623431,G009.4204+01.0361,270.674762,-20.288135,0.3,0.3,90.0,11.013,11.006,10.64,10.693,0.049,0.065,0.051,0.053,C,11.05,0.5026,7.112,0.4256,6.378,0.297,3.388,0.1639,00000200,00000000,00000000,00000000,0.016483
202063806010029,270.5265049776,-20.366163060768,GALAXY,0.748,,,,,,,9.284016635297464,1.1185321554841676,G009.2840+01.1185,270.526525,-20.366116,0.3,0.3,90.0,11.334,11.368,11.168,11.286,0.075,0.102,0.125,0.114,A,8.221,0.5684,5.095,0.4799,3.922,0.451,1.962,0.2056,00000000,00000000,00000000,00000000,0.182267
202063806010090,270.824336057924,-20.2147513840271,QSO,0.391,,,,,,,9.553494507854944,0.9501069619454305,G009.5535+00.9501,270.824326,-20.214699,0.3,0.3,90.0,12.012,11.847,11.825,11.771,0.048,0.074,0.091,0.095,C,4.405,0.1949,3.279,0.2224,2.14,0.1804,1.255,0.1098,00000040,00000000,00000000,00000000,0.19149
202063806010094,270.680620749425,-20.3115157759682,QSO,0.606,,,,,,,9.402858857545658,1.0197895627780542,G009.4028+01.0198,270.680573,-20.311515,0.3,0.3,90.0,12.926,12.913,12.194,12.407,0.07,0.124,0.224,0.301,C,1.897,0.1228,1.228,0.1399,1.525,0.315,0.6984,0.1939,00000000,00000000,00000080,00002080,0.16128
202063806010096,270.498723336866,-20.1796418947073,GALAXY,0.421,,,,,,,9.433376236731695,1.233294580490606,G009.4333+01.2333,270.498673,-20.179655,0.3,0.3,90.0,12.051,11.964,11.701,12.06,0.06,0.083,0.159,0.207,C,4.248,0.2344,2.945,0.2264,2.4,0.3525,0.962,0.1838,00000000,00000000,00000000,00000000,0.176592
202063806015033,270.806124269474,-20.2705311249386,STAR,0.462,,,,,,,9.496520481874935,0.937529820347423,G009.4964+00.9374,270.806152,-20.270572,0.3,0.3,90.0,,11.435,,11.442,,0.08,,0.082,A,,,4.792,0.3518,,,1.699,0.1281,,00000000,,00008000,0.174453
202065902010024,268.505706280087,-29.792889462554,QSO,0.74,,,STAR,1.0,,,0.20477202146898343,-2.0108962488252016,G000.2047-02.0109,268.505722,-29.792927,0.3,0.3,90.0,10.305,10.296,10.326,10.211,0.053,0.058,0.059,0.052,C,21.2,1.026,13.68,0.7298,8.515,0.4656,5.278,0.2516,00000000,00000000,00000000,00000000,0.143922
202066102010003,263.63948087972,-25.863449323316,QSO,0.58,,,GALAXY,0.987,,,1.3034025438885868,3.7108812933490074,G001.3034+03.7108,263.63951,-25.863426,0.3,0.3,90.0,12.394,12.328,12.146,12.091,0.047,0.067,0.092,0.1,C,3.097,0.1327,2.105,0.1305,1.593,0.1343,0.9348,0.08608,00000000,00000000,00000000,00000000,0.126157
203018810010015,268.73035618506,-22.953551407307,QSO,0.541,,,GALAXY,0.914,,,6.208205185729337,1.2734799001357886,G006.2082+01.2735,268.730313,-22.953518,0.3,0.3,90.0,11.785,11.692,11.796,11.799,0.061,0.065,0.116,0.107,C,5.427,0.3049,3.783,0.2269,2.198,0.234,1.223,0.121,00000000,00000000,00000000,00000000,0.186735
203028827010017,266.936930455856,-28.9547489464079,QSO,0.581,,,,,,,0.2257725156060377,-0.40749885099262345,G000.2257-00.4074,266.936911,-28.954737,0.3,0.3,90.0,12.241,12.243,,,0.07,0.109,,,A,3.565,0.2308,2.277,0.2287,,,,,00100040,00000400,,,0.074705
203059701010056,271.27675132974,-27.545053964702,QSO,0.66,,,STAR,0.998,,,3.365925453228456,-3.0053496257874106,G003.3659-03.0053,271.276708,-27.545031,0.3,0.3,90.0,10.834,10.844,10.842,10.783,0.04,0.045,0.051,0.041,C,13.03,0.4847,8.262,0.3387,5.296,0.2504,3.119,0.1176,00000040,00000000,00000000,00000000,0.161529
203059701010197,271.28653513806,-27.697486298303,GALAXY,0.649,,,STAR,0.98,,,3.2368785619784703,-3.0872318419117857,G003.2368-03.0872,271.286532,-27.69751,0.3,0.3,90.0,12.757,12.768,12.61,12.553,0.076,0.112,0.145,0.219,C,2.218,0.155,1.404,0.1443,1.039,0.139,0.6105,0.1233,00004040,00000000,00000000,00008000,0.085953
203059701015094,271.16387022846,-27.688439157805,GALAXY,0.567,,,STAR,0.999,,,3.191725828016027,-2.9880060960043804,G003.1916-02.9880,271.163848,-27.688489,0.3,0.3,90.0,14.204,14.357,,,0.117,0.2,,,A,0.5846,0.06299,0.3248,0.05991,,,,,00004400,00000000,,,0.192874
204057502010047,271.55797625875,-21.444974322236,GALAXY,0.736,,,,,,,8.817281748182776,-0.25056913651548834,G008.8172-00.2505,271.55798,-21.445014,0.3,0.3,90.0,13.546,13.316,,,0.113,0.111,,,C,1.072,0.1111,0.8475,0.08699,,,,,00000000,00000000,,,0.143407
204105805015057,267.63040464184,-28.329947055788,GALAXY,0.75,,,,,,,1.074755852999307,-0.6076582679668661,G001.0747-00.6076,267.630407,-28.329966,0.3,0.3,90.0,12.878,12.948,12.539,,0.058,0.124,0.331,,C,1.984,0.1063,1.189,0.1353,1.109,0.3379,,,00004740,00004600,00000000,,0.068459
205023702010091,269.06176248581,-22.07620838145,QSO,0.401,,,,,,,7.120604308139762,1.450828791502557,G007.1206+01.4508,269.061781,-22.076176,0.3,0.3,90.0,12.614,12.538,12.454,12.031,0.05,0.081,0.104,0.167,C,2.53,0.117,1.735,0.1292,1.2,0.1146,0.9881,0.1516,00000140,00000000,00000000,00000000,0.131664
205031701010186,271.16013760455,-21.7547641913309,QSO,0.455,,,,,,,8.366117307488043,-0.07954661629791877,G008.3661-00.0795,271.160105,-21.754764,0.3,0.3,90.0,7.29,7.249,7.171,7.164,0.029,0.033,0.023,0.022,C,340.7,8.977,226.3,6.977,155.7,3.322,87.36,1.786,00000040,00000040,00008200,00008000,0.109053
205031702010179,271.0394110119,-21.723090081526,QSO,0.515,,,,,,,8.3386837221855,0.033706081792970126,G008.3386+00.0337,271.039383,-21.72313,0.3,0.3,90.0,12.116,12.251,12.347,,0.084,0.134,0.286,,C,3.999,0.3098,2.26,0.2783,1.324,0.3483,,,00104000,00000400,00000400,,0.171628
205031702015102,270.92346532074,-21.589932926752,QSO,0.432,,,,,,,8.401700820836439,0.19299264141803638,G008.4017+00.1929,270.923478,-21.589918,0.3,0.3,90.0,13.794,13.94,,,0.117,0.277,,,C,0.8533,0.09161,0.4772,0.1219,,,,,00000240,00000200,,,0.068195
205038501010170,270.0183098257,-24.166535838734,GALAXY,0.657,,,,,,,5.749727431568632,-0.3558952538376827,G005.7497-00.3558,270.018306,-24.166492,0.3,0.3,90.0,13.717,13.822,,,0.092,0.166,,,C,0.9156,0.07754,0.5319,0.08124,,,,,00000640,00000400,,,0.158367
205038501010495,270.11969008167,-24.228735276369,STAR,0.541,,,,,,,5.74167319253383,-0.46704874469973173,G005.7416-00.4670,270.119652,-24.228754,0.3,0.3,90.0,12.951,13.036,,,0.072,0.114,,,C,1.854,0.1226,1.097,0.1155,,,,,00000200,00000000,,,0.142011
205110005010019,266.975754185,-28.9432712982996,GALAXY,0.73,,,,,,,0.2531635332891104,-0.4306430826543539,G000.2532-00.4306,266.975798,-28.943237,0.3,0.3,90.0,11.166,10.529,9.937,10.049,0.076,0.062,0.054,0.059,C,9.596,0.6689,11.04,0.6345,12.19,0.6109,6.129,0.3306,00000440,00100400,00100200,00008200,0.185073
205546004010093,272.22712908471,-20.496723554616,QSO,0.79,,,,,,,9.949728587559456,-0.3352829758509231,G009.9497-00.3352,272.227127,-20.496711,0.3,0.3,90.0,13.11,,12.193,,0.077,,0.207,,A,1.601,0.1142,,,1.526,0.2915,,,00002000,,00000000,,0.045646
206509101010001,263.86165984042,-25.528683926911,GALAXY,0.372,,,STAR,1.0,,,1.6941193641600525,3.7223846594624885,G001.6941+03.7223,263.861666,-25.528678,0.3,0.3,90.0,9.049,8.989,8.91,8.9,0.038,0.038,0.029,0.029,C,67.45,2.384,45.59,1.613,31.39,0.8518,17.66,0.4744,00004000,00000000,00000000,00000000,0.029015
206509101010012,264.02152948705,-25.782092363438,GALAXY,0.509,,,,,,,1.5574701946499507,3.4647346695539842,G001.5574+03.4647,264.021527,-25.782057,0.3,0.3,90.0,14.191,13.555,12.575,11.203,0.095,0.087,0.206,0.042,C,0.5919,0.05156,0.6802,0.05477,1.074,0.204,2.118,0.08125,00000000,00000000,00000000,00000000,0.127384
206514501010006,268.38714682055,-27.911246783202,QSO,0.494,,,STAR,0.999,,,1.7752414293133663,-0.9684368975326905,G001.7752-00.9684,268.387128,-27.911256,0.3,0.3,90.0,11.494,11.312,11.354,11.201,0.056,0.069,0.098,0.108,C,7.098,0.3635,5.365,0.3401,3.304,0.2982,2.122,0.2109,00000200,00000000,00000200,00000000,0.068055
206556701010023,267.526239085445,-28.210503565842,GALAXY,0.729,,,,,,,1.130270789901489,-0.46765280877819665,G001.1302-00.4676,267.52627,-28.210535,0.3,0.3,90.0,12.866,12.712,,,0.048,0.062,,,C,2.006,0.08838,1.478,0.08492,,,,,00000240,00104400,,,0.1497
206917601010366,266.42659375611,-27.158142029654,GALAXY,0.496,,,,,,,1.5277664356282035,0.9098896443984519,G001.5278+00.9098,266.42665,-27.158126,0.3,0.3,90.0,10.943,10.926,10.714,10.741,0.052,0.049,0.057,0.054,C,11.79,0.5628,7.657,0.3454,5.957,0.3154,3.241,0.1606,00004140,00000200,00000000,00000400,0.189319
206919901010154,269.70370805665,-24.284455515299,GALAXY,0.611,,,,,,,5.504598409077356,-0.16582151082026625,G005.5045-00.1658,269.703666,-24.284485,0.3,0.3,90.0,13.555,13.331,,,0.084,0.167,,,C,1.063,0.08191,0.8359,0.1288,,,,,00004340,00000200,,,0.17414
206919901010359,269.91914777107,-24.20859936101,GALAXY,0.64,,,,,,,5.668247890847961,-0.2983363891260091,G005.6682-00.2983,269.919198,-24.20859,0.3,0.3,90.0,14.538,13.874,,,0.114,0.288,,,A,0.4297,0.04516,0.5069,0.1344,,,,,00000540,00000200,,,0.168424
206946405010133,266.90081706803,-28.535210971237,GALAXY,0.555,,,STAR,1.0,,,0.5684270537171942,-0.16335623974714983,G000.5684-00.1633,266.900776,-28.53518,0.3,0.3,90.0,12.606,12.212,11.907,,0.114,0.115,0.304,,C,2.548,0.2671,2.343,0.249,1.986,0.5559,,,00000440,00000400,00000600,,0.171459
206946408010062,267.037576453721,-27.9391781293384,GALAXY,0.697,,,,,,,1.1409112570675959,0.04166567028370293,G001.1408+00.0416,267.037588,-27.939207,0.3,0.3,90.0,13.677,13.57,,,0.079,0.133,,,C,0.9502,0.06928,0.6709,0.08198,,,,,00000740,00004600,,,0.109962
206946408015089,267.41824274243,-27.949104481551,QSO,0.821,,,,,,,1.30565545393427,-0.2516666138249975,G001.3056-00.2516,267.418203,-27.949066,0.3,0.3,90.0,13.34,13.408,,,0.089,0.153,,,C,1.296,0.1068,0.7783,0.1098,,,,,00000040,00000740,,,0.187161
206946416010090,267.21822031543,-27.691547175305,GALAXY,0.473,,,,,,,1.435470042131467,0.03254910929125074,G001.4354+00.0325,267.218197,-27.691531,0.3,0.3,90.0,13.029,12.98,,,0.088,0.122,,,C,1.726,0.1391,1.155,0.13,,,,,00100240,00100600,,,0.094275
207202802010001,267.16244421182,-23.588969254274,GALAXY,0.625,,,GALAXY,0.999,,,4.926860227468147,2.188909183431847,G004.9268+02.1889,267.162417,-23.588979,0.3,0.3,90.0,11.826,10.945,10.303,9.464,0.059,0.064,0.042,0.019,C,5.226,0.2839,7.523,0.4454,8.696,0.3377,10.51,0.1841,00100440,00000000,00000000,00000001,0.096596
207202802010002,267.20589271557,-23.62714066269,STAR,0.917,,,,,,,4.9146024057429765,2.1351316531764493,G004.9145+02.1351,267.205871,-23.627187,0.3,0.3,90.0,7.682,7.753,7.743,7.697,0.022,0.032,0.026,0.019,C,237.7,4.766,142.3,4.172,91.96,2.217,53.5,0.9316,00000200,00000000,00008000,00000000,0.181449
207205404010335,270.804928860406,-24.2833000078391,GALAXY,0.456,,,,,,,6.003053665469882,-1.0371150203958779,G006.0030-01.0370,270.80487,-24.283297,0.3,0.3,90.0,13.23,13.261,,,0.106,0.153,,,C,1.434,0.1402,0.8914,0.126,,,,,00000044,00000040,,,0.193824
