srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,srcid_x,RAJ2000,DEJ2000,iauname,PriOrSec,mClass,Zmag3,e_Zmag3,Zperrbits,Ymag3,e_Ymag3,Yperrbits,Jmag3,e_Jmag3,Jperrbits,Hmag3,e_Hmag3,Hperrbits,Ksmag3,e_Ksmag3,Ksperrbits,angDist
200088201010140,270.993845320394,-24.416299054857,GALAXY,0.859,,,,,,,5.9718297179322,-1.252374225469987,515461239635,270.993899,-24.416276,VVV J180358.53-242458.59,0,-1,13.509,0.002,4112,12.901,0.002,4112,12.123,0.001,4112,11.554,0.002,69648,11.086,0.002,69648,0.193462
200088201010189,271.128567068213,-24.4429635068482,QSO,0.517,,,STAR,1.0,,,6.008774252806048,-1.372342172315572,515461094037,271.128595,-24.442902,VVV J180430.86-242634.44,0,-1,14.023,0.002,4112,12.991,0.002,4112,11.911,0.001,4112,11.103,0.002,69648,,,0,0.239565
200088201010259,271.137163085826,-24.3123322839756,QSO,0.583,,,STAR,1.0,,,6.126509155107912,-1.3151413300888957,515440735254,271.137182,-24.312341,VVV J180432.92-241844.42,0,-1,10.454,0.001,65552,11.061,0.001,16,10.047,0.001,65552,9.937,0.001,65552,9.833,0.001,65552,0.069745
200088201010268,271.07621024929,-24.470048086834,GALAXY,0.962,,,,,,,5.961788537197003,-1.344083519447988,515461179747,271.076136,-24.470024,VVV J180418.27-242812.08,0,-1,19.379,0.121,4096,18.331,0.091,4096,16.878,0.051,4112,15.796,0.061,4112,15.263,0.075,4112,0.259444
200088201010381,271.02851766413,-24.526136299279,GALAXY,0.677,,,,,,,5.891603598238897,-1.3337815789640188,515461654119,271.028587,-24.526121,VVV J180406.86-243134.03,0,-1,19.529,0.138,4096,17.944,0.064,4096,16.365,0.032,4096,14.976,0.029,4096,14.343,0.032,4096,0.232382
200088201010401,271.120250566723,-24.2339940242615,QSO,0.614,,,STAR,1.0,,,6.187248425335261,-1.2633032411887788,515441074055,271.120294,-24.234045,VVV J180428.87-241402.56,0,-1,11.259,0.001,65552,10.823,0.001,65552,10.517,0.001,65552,10.194,0.001,65552,9.761,0.001,65552,0.233203
200088201010447,270.85846885771,-24.554226656192,GALAXY,0.732,,,,,,,5.791122495776467,-1.2128432351993061,515462392238,270.858451,-24.554242,VVV J180326.02-243315.27,0,-1,,,0,,,0,,,0,17.844,0.395,4096,16.76,0.297,4096,0.081016
200088201010584,270.997746357522,-24.206509044335,QSO,0.606,,,STAR,1.0,,,6.156378510931703,-1.1524680863425678,515440794659,270.997748,-24.206548,VVV J180359.45-241223.57,0,-1,13.794,0.002,16,13.48,0.002,16,13.13,0.002,16,12.562,0.003,16,12.323,0.005,16,0.141556
200088201010681,271.069150118811,-24.2940531808055,QSO,0.377,,,,,,,6.1120430808059725,-1.2521557134436034,515440881190,271.069236,-24.294072,VVV J180416.61-241738.65,0,-1,14.014,0.002,16,13.669,0.002,16,13.176,0.002,16,12.627,0.003,16,12.395,0.005,16,0.289793
200509401010027,270.664731586978,-30.0094428137857,QSO,0.491,,,STAR,0.889,,,0.9495958728934328,-3.741924897505495,515551790335,270.664684,-30.009508,VVV J180239.52-300034.22,515396075624,-1,14.665,0.009,16,14.285,0.008,16,13.721,0.007,16,13.088,0.007,0,12.885,0.008,0,0.276063
200509401010063,270.849590402696,-30.0453331633902,GALAXY,0.441,,,STAR,1.0,,,0.9967018393839432,-3.8990695019655406,515551247565,270.849572,-30.045281,VVV J180323.89-300243.01,0,1,13.238,0.003,16,13.102,0.003,16,12.818,0.003,16,12.546,0.004,0,12.455,0.005,16,0.197385
200509402010002,269.41320787815,-30.092313481238,STAR,0.628,,,STAR,1.0,,,0.3409666650082369,-2.8412677003387157,515542605158,269.413153,-30.092363,VVV J175739.15-300532.50,0,-1,10.508,0.001,65552,10.407,0.001,65552,10.191,0.001,65552,11.191,0.002,16,9.821,0.002,65552,0.247232
200509402010015,269.26635017868,-29.989315239241,QSO,0.658,,,STAR,1.0,,,0.3667295787440263,-2.679686400084045,515542201037,269.26639,-29.989386,VVV J175703.93-295921.79,0,-1,13.484,0.005,16,13.08,0.004,16,12.529,0.004,16,12.098,0.005,16,11.701,0.004,16,0.283713
200509402010020,269.61816184253,-29.895052592076,GALAXY,0.585,,,,,,,0.6007651202072772,-2.8968938170520553,515542812404,269.618159,-29.8951,VVV J175828.35-295342.36,0,-2,15.685,0.034,16,15.431,0.036,16,15.087,0.04,16,14.619,0.044,16,14.37,0.045,16,0.172072
200509402010025,269.33597831374,-29.970456929152,QSO,0.564,,,,,,,0.4132585250488925,-2.722500327612812,515542624154,269.3359,-29.970441,VVV J175720.61-295813.58,0,1,16.965,0.108,0,16.38,0.087,0,15.602,0.063,0,14.788,0.051,16,14.497,0.051,16,0.25219
200509403010002,274.863262628521,-32.3174096692738,STAR,0.581,,,STAR,1.0,,,0.6150111783530554,-7.998448460991019,515582268446,274.863358,-32.317428,VVV J181927.20-321902.74,515396075645,-1,,,0,,,0,11.362,0.001,12583056,11.383,0.001,12583056,10.795,0.001,12583056,0.298009
200509403010013,274.985011599753,-32.3330220436143,QSO,0.634,,,STAR,0.992,,,0.6483032387584079,-8.097148166358599,515581260964,274.985053,-32.33301,VVV J181956.41-321958.83,515396075645,-1,,,0,,,0,12.248,0.001,16,11.908,0.001,16,11.685,0.002,16,0.134006
200509403010016,274.893821051873,-32.4182511437542,QSO,0.647,,,STAR,0.865,,,0.5362425737234983,-8.067382149719833,515576543475,274.893857,-32.418325,VVV J181934.52-322505.96,0,1,,,0,,,0,17.604,0.064,8388752,,,0,16.559,0.106,8388752,0.287193
200673403010012,271.91698228691,-31.238679932181,STAR,0.411,,,STAR,0.999,,,0.39512819163113844,-5.2803078198176365,515560816839,271.916953,-31.238616,VVV J180740.06-311419.01,0,-1,12.878,0.002,0,12.562,0.002,0,12.101,0.002,0,11.564,0.001,65552,11.303,0.002,65552,0.248346
200673403010029,272.25819688982,-31.273671956921,QSO,0.655,,,,,,,0.5043836798861927,-5.553211957193304,515560134231,272.258161,-31.273713,VVV J180901.95-311625.36,0,1,17.367,0.068,16,17.173,0.078,16,16.774,0.078,16,16.489,0.102,16,16.387,0.143,0,0.186489
200673403010031,272.11757810905,-31.416896067806,QSO,0.414,,,,,,,0.32034370087748754,-5.5160590598626,515560660166,272.117672,-31.416913,VVV J180828.24-312500.88,0,1,17.519,0.077,16,17.289,0.088,16,16.867,0.086,16,16.485,0.1,0,16.557,0.163,0,0.294586
200855805010007,268.64443873328,-30.0193768853726,QSO,0.6,,,,,,,0.0699491068380398,-2.2290853707945306,515553171174,268.644448,-30.019358,VVV J175434.66-300109.68,0,-1,11.201,0.001,16,11.111,0.001,16,11.065,0.001,16,11.099,0.003,16,10.472,0.002,16,0.075277
200855805010022,268.59519952906,-30.067721000649,GALAXY,0.683,,,,,,,0.006654043862718406,-2.21668806412544,515553500483,268.595219,-30.067692,VVV J175422.85-300403.69,0,-2,,,0,15.126,0.026,16,,,0,14.029,0.036,16,13.862,0.04,16,0.120811
200997602010020,269.210887364551,-21.8167708498931,GALAXY,0.516,,,STAR,0.953,,,7.414513894498704,1.4614433943738734,515425094577,269.210942,-21.816807,VVV J175650.62-214900.50,0,-1,15.239,0.006,16,14.391,0.005,16,13.335,0.004,16,12.415,0.004,16,11.935,0.004,16,0.223037
200997602010024,269.47369710417,-21.815794719214,QSO,0.45,,,STAR,1.0,,,7.537576091819325,1.250742253229139,515412311376,269.473682,-21.815873,VVV J175753.68-214857.14,0,-1,12.307,0.001,16,11.58,0.001,16,10.659,0.001,65552,9.743,0.001,65552,9.309,0.001,65552,0.286746
200997602010041,269.3748667234,-21.635466141664,GALAXY,0.53,,,,,,,7.647816567552055,1.4204512440186896,515412757255,269.374936,-21.6355,VVV J175729.98-213807.79,0,-1,17.322,0.033,0,16.76,0.036,0,16.023,0.032,0,15.368,0.044,0,15.038,0.056,0,0.262951
201032619010026,270.28333559672,-24.949779960617,GALAXY,0.76,,,,,,,5.189234564857106,-0.953780966225445,515461519385,270.28334,-24.949735,VVV J180108.00-245659.04,0,-1,19.594,0.136,0,18.785,0.14,0,17.67,0.102,0,,,0,,,0,0.163702
201113501010213,266.549070310975,-28.9426826265607,QSO,0.484,,,,,,,0.060077048248233816,-0.11104930481875148,515536183898,266.549058,-28.942645,VVV J174611.77-285633.52,0,-1,,,0,,,0,,,0,12.875,0.005,4112,11.402,0.005,4112,0.142222
201122015010023,269.37845136208,-24.57763242239,GALAXY,0.727,,,,,,,5.102638732627313,-0.055929554587639346,515451280750,269.3785,-24.577567,VVV J175730.83-243439.24,0,1,,,0,,,0,,,0,17.498,0.256,0,,,0,0.283981
201122015010070,269.47792891715,-24.477023560598,GALAXY,0.696,,,,,,,5.235040376570229,-0.08390111102211843,515450265096,269.477965,-24.477025,VVV J175754.71-242837.28,0,-1,,,0,19.035,0.175,0,16.372,0.024,16,14.199,0.013,16,13.13,0.011,16,0.118887
201122015010100,269.63499797551,-24.438264869051,GALAXY,0.738,,,,,,,5.340076627226632,-0.18835922783253695,515451203055,269.635027,-24.438191,VVV J175832.40-242617.48,0,-1,,,0,,,0,,,0,17.857,0.358,0,16.516,0.232,0,0.28313
201122015010209,269.40733460378,-24.405082793719,GALAXY,0.649,,,,,,,5.265148947805638,0.007746834445048614,515450123718,269.407317,-24.405106,VVV J175737.75-242418.38,0,-1,18.014,0.042,0,16.944,0.027,0,15.247,0.009,0,13.515,0.007,0,12.611,0.007,0,0.100456
201122015010223,269.56894868413,-24.532412339454,GALAXY,0.726,,,,,,,5.228489782386188,-0.18332134248129087,515450162083,269.56896,-24.532389,VVV J175816.55-243156.60,0,1,17.817,0.036,16,17.094,0.031,0,16.243,0.022,16,15.298,0.035,16,14.676,0.042,16,0.090204
201122015010257,269.53884690934,-24.281883567846,GALAXY,0.743,,,,,,,5.431770739062418,-0.03434789967210538,515450503754,269.538849,-24.28193,VVV J175809.32-241654.94,0,1,,,0,,,0,18.527,0.171,0,17.173,0.19,0,16.561,0.242,0,0.16818
201122015010304,269.57600104669,-24.277664837434,GALAXY,0.685,,,,,,,5.4523535367403495,-0.06157241333025663,515450018552,269.575965,-24.277705,VVV J175818.23-241639.73,0,-1,17.707,0.032,0,17.084,0.031,0,16.289,0.023,0,15.466,0.04,16,14.848,0.05,16,0.187732
201122202010010,279.07594749483,-24.01510946972,QSO,0.807,,,STAR,0.993,,,9.782777082825918,-7.581193924485341,515447953893,279.076002,-24.015052,VVV J183618.24-240054.18,0,1,,,0,,,0,18.839,0.152,0,18.28,0.221,0,,,0,0.27318
201122202010032,279.0632754382,-23.770620354342,STAR,0.585,,,GALAXY,0.903,,,9.998483487961737,-7.462125825222371,515446926352,279.063314,-23.770633,VVV J183615.19-234614.27,0,-1,14.329,0.003,16,14.115,0.003,16,13.731,0.003,16,13.311,0.003,16,13.16,0.005,16,0.135321
201122202010052,278.99043623552,-23.812483226616,QSO,0.444,,,STAR,0.999,,,9.930765631160261,-7.421066863864745,515446771921,278.990408,-23.812433,VVV J183557.69-234844.75,0,-1,16.57,0.015,16,16.299,0.016,16,15.886,0.011,16,15.349,0.016,16,15.181,0.03,0,0.204688
201129701010003,267.391975666713,-28.1036762549095,STAR,0.863,,,STAR,1.0,,,1.1611422047183166,-0.31121898866106773,515511586378,267.391957,-28.103748,VVV J174934.06-280613.49,0,-1,12.801,0.001,16,12.321,0.001,16,11.739,0.001,65552,11.717,0.002,16,11.129,0.003,0,0.265558
201129701010007,267.118053850301,-28.1584367686187,GALAXY,0.591,,,,,,,0.9897955430476119,-0.13235438278664294,515511698914,267.118114,-28.158498,VVV J174828.34-280930.59,0,-1,17.287,0.023,16,15.7,0.01,16,14.045,0.004,16,12.68,0.004,16,11.845,0.005,16,0.291635
201129701010008,267.149359425642,-27.9383645520713,GALAXY,0.502,,,,,,,1.1925789494353591,-0.0424982686951461,515511680988,267.149395,-27.938381,VVV J174835.85-275618.17,0,-1,12.32,0.001,16,11.01,0.001,65552,11.318,0.001,16,9.3,0.001,65552,,,0,0.127727
201129701010016,267.082148548987,-28.1241589052228,GALAXY,0.733,,,,,,,1.0028160137212605,-0.08754536388753527,515511697588,267.082236,-28.124141,VVV J174819.73-280726.90,0,-2,9.184,0.001,65552,8.312,0.001,65552,7.953,0.002,65552,,,0,,,65680,0.284506
201129701010022,267.29458752598,-28.037706293412,QSO,0.591,,,STAR,1.0,,,1.173513630442593,-0.20359315973899764,515511404007,267.294659,-28.037742,VVV J174910.71-280215.87,0,1,17.257,0.023,16,16.782,0.024,16,15.913,0.019,16,,,0,,,0,0.261708
201129701010032,267.152104764049,-28.050745942095,GALAXY,0.554,,,,,,,1.0975465236663648,-0.10253414535410219,515511364650,267.152166,-28.050798,VVV J174836.51-280302.87,0,-1,16.12,0.01,16,15.777,0.01,16,15.172,0.01,16,14.625,0.024,0,14.34,0.053,0,0.269672
201129701010040,267.00171389554,-27.9503314330168,QSO,0.487,,,STAR,1.0,,,1.1149937442955922,0.0630283403988812,515511628827,267.00166,-27.950357,VVV J174800.39-275701.28,0,-1,14.583,0.004,16,14.193,0.003,16,13.627,0.003,16,13.188,0.007,0,12.888,0.014,0,0.193485
201129701010047,267.36859600855,-27.959867721573,QSO,0.541,,,,,,,1.273880235283674,-0.21958281498881163,515511597044,267.368521,-27.959834,VVV J174928.44-275735.40,0,1,18.239,0.053,16,17.324,0.038,16,16.369,0.029,16,,,0,14.98,0.094,16,0.26641
201129702010001,266.772396567187,-28.1499187359107,STAR,0.903,,,,,,,0.8394706923551956,0.13288762137673585,515511504872,266.772448,-28.149892,VVV J174705.38-280859.61,0,1,11.938,0.001,144,11.596,0.001,16,11.674,0.001,144,12.496,0.004,144,,,0,0.191151
201129702010012,267.007899274176,-28.2859648580676,STAR,0.766,,,STAR,1.0,,,0.8304664043240131,-0.11508351089864483,515511317131,267.007889,-28.285984,VVV J174801.89-281709.54,0,-1,13.165,0.002,16,12.822,0.002,16,12.325,0.001,16,12.009,0.002,16,11.636,0.005,16,0.077383
201129702010023,266.825550500526,-28.2929466616104,QSO,0.486,,,STAR,1.0,,,0.7414161495191045,0.018712923553419598,515511501326,266.82557,-28.293023,VVV J174718.13-281734.88,0,-1,15.182,0.005,16,14.598,0.004,16,13.772,0.004,16,12.97,0.006,16,12.541,0.01,16,0.280184
201129702010028,266.672468502922,-28.1366332840653,GALAXY,0.729,,,STAR,0.999,,,0.8051196790343188,0.21511011121560208,515512193172,266.672514,-28.136634,VVV J174641.40-280811.88,0,-1,,,0,,,0,18.217,0.151,0,15.991,0.085,0,14.747,0.076,0,0.144348
201129702010030,266.86695619236,-28.0730292564938,QSO,0.545,,,,,,,0.9484466146593442,0.10138165101343652,515511573145,266.867009,-28.072974,VVV J174728.08-280422.70,0,-1,15.298,0.006,0,14.459,0.004,0,13.633,0.003,0,12.702,0.004,0,12.2,0.008,0,0.261519
201129704010009,266.452781067932,-28.7050736757838,QSO,0.407,,,STAR,1.0,,,0.21909010569747875,0.08462747899551479,515534831012,266.452811,-28.705068,VVV J174548.67-284218.24,515396075613,-1,13.203,0.002,0,12.98,0.002,0,12.882,0.002,16,12.543,0.004,16,,,0,0.097374
201129704010019,266.56766956061,-28.6493412261594,GALAXY,0.773,,,,,,,0.319127006331434,0.02754373204901779,515512026280,266.567609,-28.649362,VVV J174616.22-283857.70,0,-1,,,0,,,0,16.81,0.043,0,13.868,0.012,16,12.302,0.008,16,0.203404
201129704010026,266.56761048351,-28.513415696605,GALAXY,0.76,,,,,,,0.4352146886598491,0.09825031050811434,515511812910,266.567567,-28.513465,VVV J174616.21-283048.47,0,-1,,,0,19.504,0.275,0,17.758,0.101,0,17.134,0.245,0,,,0,0.224122
201129704010050,266.554051879105,-28.6838919029601,QSO,0.473,,,,,,,0.28340093610033207,0.019787175849429003,515511430279,266.554015,-28.68387,VVV J174612.96-284101.93,0,-1,17.261,0.022,0,16.262,0.015,0,15.177,0.01,16,14.141,0.016,16,13.246,0.02,16,0.139873
201129704010057,266.460702866849,-28.8780990272976,GALAXY,0.406,,,,,,,0.07498150004451021,-0.011386548224824294,515534541708,266.460678,-28.87802,VVV J174550.56-285240.87,0,-1,11.081,0.001,16,9.075,0.001,65552,11.096,0.001,16,11.65,0.002,16,,,0,0.295718
201129704010079,266.721768769907,-28.4752105986372,STAR,0.402,,,,,,,0.5382225693379885,0.002307659508496916,515511526550,266.721803,-28.475277,VVV J174653.23-282830.99,0,-1,12.907,0.002,16,12.722,0.002,16,12.316,0.001,16,11.87,0.002,65552,11.623,0.005,16,0.263804
201129704010084,266.565570074948,-28.5865965252082,GALAXY,0.424,,,STAR,1.0,,,0.37176835913450357,0.06173706291263303,515511302194,266.5656,-28.586627,VVV J174615.74-283511.85,0,-1,10.247,0.001,65552,9.984,0.001,65552,9.469,0.001,65552,,,0,8.78,0.001,65552,0.145279
201129704010093,266.559147244345,-28.8600552835601,GALAXY,0.685,,,,,,,0.13524383702364018,-0.07562230361212136,515534587562,266.559178,-28.860109,VVV J174614.20-285136.39,0,-1,14.944,0.004,16,14.244,0.004,16,13.754,0.003,16,,,0,12.46,0.012,16,0.215145
201129704015013,266.436699113953,-28.7150563293773,STAR,0.433,,,,,,,0.20322276103765335,0.09147062321936289,515534795038,266.436683,-28.715017,VVV J174544.80-284254.06,0,-1,13.832,0.002,16,13.521,0.002,16,13.078,0.002,16,,,0,,,0,0.150122
201129705010092,266.389219588765,-28.8911142504739,GALAXY,0.615,,,,,,,0.03126894251749998,0.03526278971149798,515534628135,266.389206,-28.891164,VVV J174533.40-285328.19,0,-1,14.829,0.004,16,14.371,0.004,16,13.969,0.003,16,13.321,0.008,16,12.936,0.018,16,0.184137
201129713010027,270.099385428543,-25.6172598672231,GALAXY,0.698,,,,,,,4.526982745228886,-1.1402306986265307,515482602746,270.099337,-25.617277,VVV J180023.84-253702.19,0,1,,,0,17.441,0.042,16,15.847,0.026,16,14.601,0.027,16,13.992,0.03,16,0.168569
201129713010049,270.19240238772,-25.621859667939,GALAXY,0.532,,,,,,,4.564592758237843,-1.2153423087295008,515482431793,270.192465,-25.621845,VVV J180046.19-253718.64,0,-2,20.903,0.419,4096,,,0,19.068,0.488,4224,,,0,,,0,0.208866
201129713010051,270.18552693706,-25.549677407879,GALAXY,0.718,,,,,,,4.624222419875123,-1.1741769888246731,515461602566,270.185599,-25.549651,VVV J180044.54-253258.74,0,-1,18.451,0.049,0,17.239,0.033,0,15.965,0.022,0,14.881,0.026,0,14.324,0.031,0,0.254348
201129713010073,270.34732492111,-25.636478515534,GALAXY,0.553,,,,,,,4.6210688474797035,-1.3439357657766098,515460963949,270.347356,-25.636516,VVV J180123.36-253811.45,0,1,19.07,0.085,0,17.737,0.055,0,16.324,0.031,16,15.108,0.032,16,14.503,0.037,0,0.16885
201129713010114,270.38412715963,-25.534663994149,GALAXY,0.662,,,,,,,4.726005035697557,-1.3224332223164459,515461105212,270.384217,-25.534679,VVV J180132.21-253204.84,0,-2,18.567,0.054,16,16.842,0.025,16,15.214,0.012,16,,,0,13.086,0.01,16,0.297053
201129713010143,270.12999927879,-25.577469939275,GALAXY,0.743,,,,,,,4.575237736415043,-1.1444598995277364,515482608315,270.129933,-25.577453,VVV J180031.18-253438.83,0,-1,,,0,19.414,0.254,0,17.593,0.126,16,15.994,0.095,16,15.332,0.101,16,0.222222
201129713010204,270.39159185947,-25.626458286067,GALAXY,0.695,,,,,,,4.649522599429694,-1.3736699297082835,515461117701,270.391608,-25.626527,VVV J180133.98-253735.49,0,-1,20.288,0.254,0,18.371,0.094,0,16.456,0.034,16,14.862,0.026,16,14.076,0.025,16,0.251126
201129715010025,266.830913459453,-28.5704746683829,STAR,0.63,,,,,,,0.5064675379383837,-0.12908175785921033,515511561813,266.830971,-28.570523,VVV J174719.43-283413.88,0,-1,9.08,0.001,65552,8.895,0.001,65552,9.194,0.001,65552,,,0,8.265,0.002,65552,0.250398
201129719010009,265.941176087079,-28.5888438024227,GALAXY,0.74,,,STAR,0.999,,,0.08359019572031116,0.5281723050819754,515534692708,265.94118,-28.588785,VVV J174345.88-283519.62,0,-1,18.398,0.051,16,15.989,0.012,16,13.727,0.003,16,11.261,0.002,65552,10.268,0.002,65552,0.213073
201357424010006,270.43858401269,-23.307272618669,GALAXY,0.967,,,,,,,6.686703056584931,-0.2640193237055273,515433585080,270.43857,-23.307346,VVV J180145.25-231826.44,0,-1,,,0,,,0,16.4,0.024,16,13.747,0.008,16,12.407,0.005,16,0.269259
201357429010029,270.473517530517,-22.4558839609129,STAR,0.658,,,,,,,7.442659898284251,0.12895746242448275,515432878551,270.473568,-22.455917,VVV J180153.65-222721.30,0,-1,10.512,0.001,65552,9.857,0.001,65552,9.455,0.001,65552,11.277,0.001,16,10.576,0.001,16,0.204594
201357430010001,270.75710747288,-22.718545214906,GALAXY,0.612,,,,,,,7.34342906069988,-0.2283979055755015,515432592548,270.757112,-22.718472,VVV J180301.70-224306.50,0,-1,8.856,0.001,69776,8.156,0.001,69648,7.53,0.001,69648,7.498,0.001,69776,7.286,0.001,69776,0.262604
201357430010004,270.89582745175,-22.821046087262,GALAXY,0.602,,,STAR,1.0,,,7.317172344017655,-0.3901933904355626,515432837149,270.895889,-22.821064,VVV J180335.01-224915.83,515396075544,-2,17.14,0.014,8392848,16.006,0.011,8392848,,,0,14.048,0.011,8392848,13.436,0.014,8392848,0.215294
201359601010035,267.74300089177,-26.715916017631,GALAXY,0.487,,,,,,,2.5123184291776277,0.13297912761845598,515492025011,267.742977,-26.715896,VVV J175058.31-264257.22,0,-1,,,0,,,0,,,0,16.91,0.166,0,15.75,0.149,0,0.105271
201359601010122,267.88416933285,-26.772540091675,GALAXY,0.662,,,,,,,2.5280931643815716,-0.0043172291951395145,515491938534,267.884129,-26.772564,VVV J175132.19-264621.23,0,1,,,0,,,0,,,0,15.035,0.03,16,13.736,0.023,16,0.156859
201359601010170,267.82696720514,-26.780196828984,GALAXY,0.692,,,,,,,2.4954207749072848,0.035671848642895555,515491057831,267.827011,-26.780217,VVV J175118.48-264648.78,0,-1,,,0,18.938,0.146,0,16.155,0.02,16,13.718,0.009,16,12.595,0.008,16,0.15917
201361402010037,270.3307151279,-25.793132584428,GALAXY,0.963,,,,,,,4.477480650379063,-1.4084242724430267,515481795085,270.330751,-25.793117,VVV J180119.38-254735.22,0,-1,19.177,0.086,4096,18.234,0.086,4096,17.124,0.082,4096,16.293,0.128,4096,15.912,0.174,4096,0.128666
201361402010047,270.24924895727,-25.703272085739,QSO,0.453,,,,,,,4.519251199871761,-1.3001867192327907,515482118516,270.249319,-25.703314,VVV J180059.83-254211.93,0,-1,20.621,0.333,4096,19.296,0.231,4096,17.947,0.175,4096,17.281,0.311,4096,,,0,0.272634
201361402010060,270.20185362722,-25.701567984651,GALAXY,0.866,,,,,,,4.49956936981266,-1.2622456667912099,515481795553,270.201885,-25.701536,VVV J180048.45-254205.52,0,-1,20.118,0.204,4096,19.1,0.19,4096,18.237,0.227,4096,,,0,,,0,0.152777
201361402015192,270.04064951378,-25.769878724042,STAR,0.513,,,,,,,4.368189904172652,-1.1700470437093287,515482328757,270.040567,-25.769914,VVV J180009.73-254611.69,0,-1,14.682,0.003,16,14.013,0.003,16,13.267,0.003,16,12.65,0.005,16,12.35,0.007,16,0.294876
201416106010017,272.283158057743,-23.6822594271811,GALAXY,0.703,,,,,,,7.18693478827082,-1.9229721500442452,515448517250,272.283182,-23.682242,VVV J180907.96-234056.07,0,-2,,,0,17.782,0.084,16,16.76,0.053,16,15.852,0.059,16,15.297,0.061,16,0.099162
201416106010018,272.240814545782,-23.4917376084068,QSO,0.512,,,STAR,1.0,,,7.335002796050009,-1.7968633684185924,515448859791,272.24088,-23.491692,VVV J180857.81-232930.08,0,-1,,,0,12.235,0.001,16,11.676,0.001,65552,11.192,0.001,65552,10.92,0.002,65552,0.272351
201416106010027,272.325765196784,-23.5771557897428,QSO,0.642,,,,,,,7.297874422885977,-1.906340206447498,515448100757,272.325733,-23.577141,VVV J180918.17-233437.70,0,-1,,,0,13.818,0.003,16,13.177,0.003,16,12.526,0.003,16,12.234,0.004,16,0.117318
201416106010032,272.538403117439,-23.7143890646959,QSO,0.542,,,STAR,1.0,,,7.271668858310664,-2.1431701305028885,515448716733,272.538407,-23.714459,VVV J181009.21-234252.05,0,-1,,,0,16.174,0.02,16,14.816,0.01,16,13.509,0.007,16,12.894,0.007,16,0.25279
201442201010035,266.964728205199,-28.2041332272918,GALAXY,0.64,,,STAR,1.0,,,0.8808610550679293,-0.04022939773120732,515511587561,266.964758,-28.204142,VVV J174751.54-281214.91,0,-1,16.16,0.01,0,15.642,0.01,0,14.942,0.008,16,14.293,0.018,16,13.874,0.035,16,0.100497
201442714010001,269.145395544854,-21.9880970416607,STAR,0.943,,,,,,,7.235769226710832,1.4280419450926483,515424879017,269.145345,-21.988119,VVV J175634.88-215917.22,0,-1,9.619,0.001,65552,9.226,0.001,65552,8.86,0.001,65552,8.996,0.005,65552,7.97,0.001,65552,0.18758
201442714010003,269.088699701349,-21.9561087290442,STAR,0.919,,,,,,,7.2370318546579755,1.489573111515922,515425039931,269.088689,-21.956151,VVV J175621.28-215722.14,0,0,8.83,0.001,65680,8.186,0.001,65680,7.819,0.002,65680,,,65680,,,0,0.156992
201442714010006,269.031551883441,-22.1366616520402,QSO,0.579,,,,,,,7.054252404271489,1.4446435767518337,515424887281,269.031522,-22.136666,VVV J175607.56-220811.99,0,-1,14.075,0.003,16,13.636,0.003,16,13.033,0.003,16,12.441,0.004,16,12.145,0.005,16,0.099337
201442714010007,268.959270187217,-21.9147085560304,STAR,0.834,,,STAR,1.0,,,7.212463292679866,1.6141728467039553,515425076058,268.95923,-21.914668,VVV J175550.21-215452.80,0,-1,13.463,0.002,16,12.942,0.002,16,12.334,0.002,16,11.856,0.002,65552,11.539,0.003,16,0.198752
201442714010008,269.112211215172,-22.0115918146529,STAR,0.589,,,STAR,1.0,,,7.199991348886233,1.4428548255298337,515425419658,269.112138,-22.01161,VVV J175626.91-220041.79,0,-1,10.69,0.001,65552,10.486,0.001,65552,10.086,0.001,65552,11.125,0.001,16,9.675,0.001,65552,0.253368
201442714010010,269.112980706749,-22.1416846314904,QSO,0.483,,,STAR,1.0,,,7.087816912309141,1.3769066317432568,515425228843,269.11293,-22.141668,VVV J175627.10-220830.00,0,-1,12.909,0.001,16,12.472,0.001,16,11.897,0.001,16,11.68,0.002,16,10.987,0.002,16,0.177881
201442714010016,269.015993421796,-21.9700599601243,GALAXY,0.512,,,,,,,7.191070131019644,1.5408604191060766,515425266014,269.015981,-21.969993,VVV J175603.83-215811.97,0,-1,19.575,0.237,0,18.767,0.206,0,17.825,0.183,0,17.217,0.274,0,16.711,0.289,0,0.243005
201444901010015,274.81767412412,-25.385022844927,QSO,0.512,,,GALAXY,0.68,,,6.784111871391869,-4.760781332337028,515465448485,274.817622,-25.385039,VVV J181916.22-252306.14,515396075566,-1,15.855,0.016,8388752,15.519,0.016,8388752,15.059,0.016,8388752,14.483,0.017,8388752,14.346,0.023,8388752,0.179669
201444901010021,274.77170072467,-25.372587326904,STAR,0.748,,,,,,,6.775677247055207,-4.718245686307048,515472752592,274.771656,-25.372552,VVV J181905.19-252221.18,0,1,11.975,0.001,12583056,12.515,0.001,12583056,,,0,,,0,,,0,0.194068
201444901010040,274.79229894042,-25.346279291105,QSO,0.751,,,GALAXY,0.998,,,6.807742402439924,-4.722411978573863,515465528035,274.792353,-25.346324,VVV J181910.16-252046.76,515396075566,1,16.347,0.024,16,15.997,0.025,0,15.48,0.024,0,14.877,0.025,0,14.723,0.032,0,0.23759
