srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,srcid_x,RAJ2000,DEJ2000,iauname,PriOrSec,mClass,Zmag3,e_Zmag3,Zperrbits,Ymag3,e_Ymag3,Yperrbits,Jmag3,e_Jmag3,Jperrbits,Hmag3,e_Hmag3,Hperrbits,Ksmag3,e_Ksmag3,Ksperrbits,angDist
200088201010137,270.97631358733,-24.558059805101,GALAXY,0.649,,,,,,,5.840466739750425,-1.308079250363381,515461277381,270.976602,-24.557985,VVV J180354.38-243328.74,0,-1,20.116,0.224,4224,18.441,0.109,4224,16.573,0.038,4224,15.203,0.035,4096,14.574,0.04,4096,0.983318
200088201010140,270.993845320394,-24.416299054857,GALAXY,0.859,,,,,,,5.9718297179322,-1.252374225469987,515461239635,270.993899,-24.416276,VVV J180358.53-242458.59,0,-1,13.509,0.002,4112,12.901,0.002,4112,12.123,0.001,4112,11.554,0.002,69648,11.086,0.002,69648,0.193462
200088201010143,270.94184235672,-24.406891552018,GALAXY,0.579,,,,,,,5.956764294337427,-1.2065045131714789,515462371585,270.941619,-24.40688,VVV J180345.98-242424.76,0,1,,,0,,,0,,,0,16.276,0.094,4112,15.562,0.099,4112,0.733141
200088201010147,270.87876823145,-24.409120439138,GALAXY,0.611,,,,,,,5.926587650353278,-1.1575787838128297,515462462238,270.878492,-24.409196,VVV J180330.83-242433.10,0,1,,,0,,,0,,,0,,,0,16.495,0.232,0,0.945177
200088201010168,270.76058752104,-24.338660327774,GALAXY,0.681,,,,,,,5.934962150994944,-1.029194605810477,515461386969,270.760872,-24.338689,VVV J180302.60-242019.28,0,1,19.466,0.13,16,17.637,0.048,0,16.126,0.026,16,14.847,0.025,16,14.096,0.026,16,0.939146
200088201010169,270.986613656973,-24.5386252568449,GALAXY,0.628,,,,,,,5.8620031428884065,-1.3066987822957525,515461938394,270.986785,-24.538654,VVV J180356.82-243219.15,0,-1,,,0,,,0,18.476,0.215,4224,17.033,0.187,4224,16.441,0.222,4096,0.571387
200088201010174,271.087839471617,-24.3312013848433,QSO,0.579,,,,,,,6.088017950928,-1.2852185142571342,515440598547,271.087985,-24.331438,VVV J180421.11-241953.17,0,-1,12.915,0.001,16,12.576,0.001,16,11.998,0.001,65552,11.473,0.001,65552,11.311,0.002,65552,0.976655
200088201010187,271.02606187361,-24.554069223332,GALAXY,0.642,,,,,,,5.866161984070342,-1.3455423993484,515461656348,271.026027,-24.553969,VVV J180406.24-243314.29,0,-1,17.404,0.021,4224,15.383,0.008,4224,13.268,0.003,4240,11.751,0.002,69648,11.005,0.002,69648,0.376477
200088201010189,271.128567068213,-24.4429635068482,QSO,0.517,,,STAR,1.0,,,6.008774252806048,-1.372342172315572,515461094037,271.128595,-24.442902,VVV J180430.86-242634.44,0,-1,14.023,0.002,4112,12.991,0.002,4112,11.911,0.001,4112,11.103,0.002,69648,,,0,0.239565
200088201010204,271.0233653874,-24.580659416193,GALAXY,0.723,,,,,,,5.841783399110215,-1.356454204838523,515461277745,271.023449,-24.5808,VVV J180405.62-243450.88,0,-1,17.372,0.02,4240,16.44,0.019,4240,15.472,0.014,4112,14.794,0.024,4112,14.435,0.035,4096,0.575968
200088201010211,270.913982616777,-24.5515647262234,STAR,0.463,,,,,,,5.818269160595257,-1.2555063348114368,515461089822,270.913835,-24.551438,VVV J180339.32-243305.17,0,-1,12.085,0.001,69648,11.68,0.001,69648,10.801,0.001,69648,10.14,0.001,69648,9.895,0.001,69648,0.663645
200088201010214,270.946068924072,-24.3883154994031,GALAXY,0.532,,,,,,,5.974839084816914,-1.2007311519452597,515462200542,270.946144,-24.388449,VVV J180347.07-242318.41,0,-1,,,0,,,0,17.993,0.142,4096,16.128,0.082,4096,15.375,0.083,4096,0.54165
200088201010224,271.011969426827,-24.3609185332378,STAR,0.709,,,,,,,6.028194378228686,-1.239567807128806,515461282557,271.011989,-24.361114,VVV J180402.87-242140.01,0,-1,13.187,0.002,4112,12.606,0.001,4112,11.896,0.001,69648,11.185,0.001,69648,10.989,0.002,69648,0.707377
200088201010235,270.84326598902,-24.34987277043,GALAXY,0.604,,,,,,,5.962279533417311,-1.1002854753624847,515461941094,270.84336,-24.350041,VVV J180322.40-242100.14,0,-1,,,0,,,0,18.042,0.146,0,13.688,0.009,0,11.446,0.003,16,0.681106
200088201010236,271.05220139034,-24.3285999078963,GALAXY,0.75,,,,,,,6.0743528197118115,-1.2556445427068161,515440497583,271.052017,-24.328611,VVV J180412.48-241942.99,0,-1,13.698,0.002,0,13.299,0.002,0,12.766,0.002,0,12.195,0.002,0,11.924,0.003,0,0.606192
200088201010242,271.034144342014,-24.5699193585956,GALAXY,0.722,,,,,,,5.85595561852722,-1.3597252637289623,515461934578,271.034021,-24.569699,VVV J180408.16-243410.91,0,1,,,0,,,0,16.749,0.045,4240,15.429,0.043,4112,14.951,0.057,4112,0.888517
200088201010243,271.03193380498,-24.552781890921,GALAXY,0.587,,,,,,,5.869905551559386,-1.3495644015988066,515461655562,271.031957,-24.552897,VVV J180407.66-243310.43,0,-2,19.8,0.169,4224,19.221,0.221,4224,18.043,0.145,4112,17.127,0.205,4096,16.679,0.276,4096,0.422665
200088201010245,271.08811290124,-24.529507441341,GALAXY,0.707,,,,,,,5.915268075596967,-1.3826814036846156,515461860369,271.088265,-24.529549,VVV J180421.18-243146.37,0,-1,,,0,19.53,0.281,4096,18.031,0.145,4096,16.796,0.153,4096,16.203,0.177,4096,0.5193
200088201010248,271.107709574573,-24.3998240392833,QSO,0.763,,,,,,,6.037073328017579,-1.334642111582266,515461094487,271.107504,-24.399797,VVV J180425.80-242359.26,0,-1,15.88,0.007,4224,14.773,0.005,4224,13.41,0.003,4240,12.573,0.003,4240,12.298,0.005,4240,0.681936
200088201010259,271.137163085826,-24.3123322839756,QSO,0.583,,,STAR,1.0,,,6.126509155107912,-1.3151413300888957,515440735254,271.137182,-24.312341,VVV J180432.92-241844.42,0,-1,10.454,0.001,65552,11.061,0.001,16,10.047,0.001,65552,9.937,0.001,65552,9.833,0.001,65552,0.069745
200088201010260,270.77399868092,-24.356516226594,GALAXY,0.789,,,,,,,5.925435109081604,-1.0486210674931988,515462482951,270.774216,-24.356649,VVV J180305.81-242123.93,0,-1,,,0,,,0,,,0,,,0,16.28,0.191,0,0.857662
200088201010263,271.03521832744,-24.483306569363,GALAXY,0.441,,,,,,,5.9319249280464765,-1.3180773920957396,515462198230,271.035369,-24.483176,VVV J180408.48-242859.43,0,-1,,,0,,,0,17.692,0.106,4096,15.838,0.063,4096,14.866,0.052,4096,0.680099
200088201010264,270.90542439836,-24.477385009019,GALAXY,0.671,,,,,,,5.879059806000428,-1.2122689073741872,515462012173,270.905643,-24.477214,VVV J180337.35-242837.96,0,-1,,,0,,,0,18.094,0.153,4096,16.194,0.087,4096,15.221,0.072,4096,0.945977
200088201010268,271.07621024929,-24.470048086834,GALAXY,0.962,,,,,,,5.961788537197003,-1.344083519447988,515461179747,271.076136,-24.470024,VVV J180418.27-242812.08,0,-1,19.379,0.121,4096,18.331,0.091,4096,16.878,0.051,4112,15.796,0.061,4112,15.263,0.075,4112,0.259444
200088201010269,271.067037134835,-24.4659848374155,QSO,0.538,,,,,,,5.961234234881932,-1.334814552900613,515461293444,271.066837,-24.465932,VVV J180416.04-242757.35,0,-1,13.813,0.002,4096,13.254,0.002,4096,12.499,0.002,4112,11.76,0.002,69648,11.331,0.002,69648,0.68154
200088201010270,271.069735159991,-24.4768768282945,QSO,0.653,,,,,,,5.952944663275167,-1.3422969464125085,515461389235,271.06992,-24.476982,VVV J180416.78-242837.13,0,-1,11.263,0.001,69632,10.879,0.001,69632,10.637,0.001,69632,10.576,0.001,69632,10.139,0.001,69632,0.714896
200088201010272,270.94423410779,-24.545371241212,QSO,0.381,,,,,,,5.837187969737207,-1.276430038854858,515461092018,270.944526,-24.545438,VVV J180346.68-243243.57,0,-1,16.862,0.014,4112,15.158,0.007,4112,13.297,0.003,4112,11.855,0.002,69648,11.197,0.002,69648,0.984608
200088201010278,271.140146022935,-24.4525270330644,STAR,0.591,,,,,,,6.005603059130456,-1.386217269892984,515461093932,271.140356,-24.45272,VVV J180433.68-242709.79,0,-1,13.143,0.002,4112,12.57,0.001,4112,11.763,0.001,69648,11.204,0.001,69648,10.237,0.002,69648,0.975982
200088201010280,270.70016995463,-24.394988832684,GALAXY,0.675,,,,,,,5.8588193911956665,-1.0090464993900665,515462281429,270.700432,-24.394898,VVV J180248.10-242341.63,0,-1,,,0,,,0,,,0,17.818,0.384,0,16.381,0.209,0,0.918764
200088201010282,271.000383080833,-24.3202404635147,STAR,0.498,,,,,,,6.0584581456956705,-1.2104016097631818,515440498336,271.000315,-24.319981,VVV J180400.07-241911.93,515396075549,-1,13.629,0.002,16,13.308,0.002,16,,,0,12.348,0.003,144,12.148,0.004,144,0.958668
200088201010287,270.86386778389,-24.384038096149,GALAXY,0.706,,,,,,,5.941758525051072,-1.1334291599864768,515461921635,270.864154,-24.38396,VVV J180327.39-242302.25,0,-1,,,0,,,0,17.098,0.062,0,14.425,0.017,0,13.128,0.011,0,0.977771
200088201010296,271.05724510412,-24.4012156985868,QSO,0.706,,,STAR,1.0,,,6.013315761645012,-1.2952739015411094,515461388784,271.057406,-24.401424,VVV J180413.77-242405.12,0,-1,14.202,0.003,4112,13.562,0.002,4096,12.555,0.002,4112,11.83,0.002,69648,11.563,0.003,4112,0.915389
200088201010299,270.761146503892,-24.402560498942,GALAXY,0.703,,,,,,,5.879587202825419,-1.0611027009956226,515461462959,270.760927,-24.402499,VVV J180302.62-242408.99,0,-1,19.138,0.095,0,16.808,0.024,0,14.5,0.006,0,12.463,0.003,0,11.463,0.003,65536,0.751442
200088201010325,271.107499938962,-24.3858741826649,GALAXY,0.517,,,,,,,6.049141229967036,-1.3276364504861604,515461667477,271.107667,-24.385968,VVV J180425.84-242309.48,515396075563,-1,,,0,9.385,0.001,69776,,,0,,,0,,,0,0.643642
200088201010334,271.119152599711,-24.3156600851429,QSO,0.653,,,STAR,1.0,,,6.115560493113846,-1.3024665387440812,515440636187,271.119211,-24.315733,VVV J180428.61-241856.63,0,-1,12.671,0.001,0,12.416,0.001,0,12.051,0.001,65536,11.645,0.002,65536,11.429,0.002,16,0.324409
200088201010340,271.12141981116,-24.3647198920234,QSO,0.591,,,,,,,6.073801458014336,-1.3283167550650654,515441057869,271.12143,-24.364605,VVV J180429.14-242152.57,0,-1,13.116,0.002,16,12.79,0.002,16,12.299,0.001,16,11.642,0.002,65552,11.535,0.003,16,0.414657
200088201010352,271.11400797148,-24.3990027459695,QSO,0.485,,,STAR,1.0,,,6.040602138596553,-1.3392387457435977,515461183880,271.114173,-24.39899,VVV J180427.40-242356.36,0,-1,12.888,0.001,4240,12.253,0.001,4240,11.165,0.001,69776,10.713,0.001,69648,10.304,0.001,69648,0.544281
200088201010360,270.9208296912,-24.494814290637,GALAXY,0.748,,,,,,,5.870768457169051,-1.2330443405241636,515461938775,270.920734,-24.494696,VVV J180340.97-242940.90,0,-1,,,0,,,0,18.546,0.229,4096,,,0,,,0,0.530249
200088201010370,270.75419298572,-24.3541701550046,GALAXY,0.729,,,,,,,5.918591675801956,-1.0317616438327746,515461937295,270.753987,-24.3542,VVV J180300.95-242115.12,0,-1,,,0,,,0,18.508,0.222,0,16.927,0.17,0,16.108,0.163,0,0.683375
200088201010381,271.02851766413,-24.526136299279,GALAXY,0.677,,,,,,,5.891603598238897,-1.3337815789640188,515461654119,271.028587,-24.526121,VVV J180406.86-243134.03,0,-1,19.529,0.138,4096,17.944,0.064,4096,16.365,0.032,4096,14.976,0.029,4096,14.343,0.032,4096,0.232382
200088201010386,271.060245550072,-24.3267896148571,QSO,0.728,,,STAR,1.0,,,6.079527618876294,-1.2611435028103788,515440638751,271.060244,-24.326884,VVV J180414.45-241936.78,0,-1,12.554,0.001,16,12.217,0.001,16,11.629,0.001,65552,11.138,0.001,65552,10.855,0.002,65552,0.34147
200088201010391,270.94611723043,-24.536721101241,GALAXY,0.789,,,,,,,5.845566063126883,-1.2736729339038868,515462245080,270.945988,-24.536846,VVV J180347.03-243212.64,0,-1,,,0,,,0,18.037,0.144,4096,17.105,0.2,4096,16.63,0.264,4096,0.616952
200088201010399,271.02561973552,-24.518347630022,QSO,0.455,,,,,,,5.89709761756958,-1.3276622062768133,515461708691,271.025841,-24.518486,VVV J180406.20-243106.54,0,-1,,,0,19.598,0.288,4096,,,0,17.365,0.258,4096,17.162,0.43,4096,0.878595
200088201010401,271.120250566723,-24.2339940242615,QSO,0.614,,,STAR,1.0,,,6.187248425335261,-1.2633032411887788,515441074055,271.120294,-24.234045,VVV J180428.87-241402.56,0,-1,11.259,0.001,65552,10.823,0.001,65552,10.517,0.001,65552,10.194,0.001,65552,9.761,0.001,65552,0.233203
200088201010403,270.97180796254,-24.548036375234,GALAXY,0.72,,,,,,,5.847187814466525,-1.2995871932483831,515462394088,270.971745,-24.548212,VVV J180353.21-243253.56,0,1,,,0,,,0,,,0,15.956,0.069,4240,15.866,0.13,4240,0.664667
200088201010413,271.048149943116,-24.4248148212754,QSO,0.46,,,,,,,5.988682421342444,-1.2996349930220168,515461649910,271.048254,-24.424996,VVV J180411.58-242529.98,0,-1,11.392,0.001,69648,11.045,0.001,69648,10.723,0.001,69648,10.574,0.001,69648,10.356,0.001,69648,0.733869
200088201010416,271.074624974204,-24.4032776225769,QSO,0.617,,,,,,,6.019284198407177,-1.3100776363673672,515461184472,271.074599,-24.403061,VVV J180417.90-242411.02,0,-1,16.65,0.012,4224,15.592,0.009,4224,14.256,0.005,4224,13.362,0.007,4112,13.025,0.01,4112,0.783554
200088201010417,271.134525081038,-24.4026798877022,QSO,0.508,,,,,,,6.046557259226151,-1.3573270579041399,515441584889,271.134444,-24.402814,VVV J180432.26-242410.13,515396075549,-1,,,0,,,0,11.92,0.001,4259984,11.083,0.001,4259984,10.93,0.002,4259984,0.552777
200088201010420,271.15449533557,-24.4993674858612,QSO,0.466,,,STAR,1.0,,,5.971160348421739,-1.4205538112198792,515461184305,271.154471,-24.499638,VVV J180437.07-242958.69,0,-1,13.156,0.002,4112,12.601,0.001,4112,11.868,0.001,69648,11.355,0.001,69648,11.078,0.002,69648,0.97535
200088201010428,271.10423334312,-24.4624748851459,QSO,0.499,,,,,,,5.980901528282971,-1.3625996198686696,515461108245,271.10424,-24.462584,VVV J180425.01-242745.30,0,-1,11.249,0.001,69648,10.963,0.001,69648,10.463,0.001,69648,10.351,0.001,69648,10.131,0.001,69648,0.394625
200088201010432,270.848863047133,-24.2572778019265,GALAXY,0.964,,,,,,,6.045421400923483,-1.05917910776723,515461279135,270.848782,-24.257161,VVV J180323.70-241525.77,515396075563,-1,13.287,0.002,144,12.903,0.002,144,12.367,0.001,144,11.88,0.002,144,11.52,0.003,144,0.499532
200088201010436,270.78042274187,-24.521696232008,GALAXY,0.666,,,,,,,5.784510819358559,-1.1350282308470845,515462056722,270.780186,-24.521698,VVV J180307.24-243118.11,0,1,,,0,,,0,18.343,0.19,0,17.295,0.237,0,,,0,0.776867
200088201010437,271.140003451121,-24.3652609292521,GALAXY,0.493,,,,,,,6.081629359968671,-1.3433375491673754,515440814129,271.139879,-24.365214,VVV J180433.57-242154.76,0,-1,12.673,0.001,16,12.155,0.001,16,11.006,0.001,65552,10.549,0.001,65552,9.58,0.001,65552,0.441668
200088201010445,270.843862556834,-24.3681646812894,GALAXY,0.91,,,,,,,5.94661809496353,-1.1097564796229624,515461657312,270.844107,-24.368011,VVV J180322.58-242204.84,0,-1,9.557,0.001,65552,10.87,0.001,0,11.189,0.001,16,11.298,0.001,144,10.598,0.001,16,0.973534
200088201010447,270.85846885771,-24.554226656192,GALAXY,0.732,,,,,,,5.791122495776467,-1.2128432351993061,515462392238,270.858451,-24.554242,VVV J180326.02-243315.27,0,-1,,,0,,,0,,,0,17.844,0.395,4096,16.76,0.297,4096,0.081016
200088201010451,271.055554304644,-24.41408160098,QSO,0.535,,,,,,,6.001346073757926,-1.3002440276225828,515461650323,271.055691,-24.414226,VVV J180413.36-242451.21,0,-1,13.706,0.002,4112,13.117,0.002,4112,12.334,0.001,4112,11.676,0.002,69648,11.404,0.002,4112,0.6876
200088201010455,270.93538267547,-24.320833990358,GALAXY,0.932,,,,,,,6.028842955430713,-1.1590976483194495,515462461567,270.935486,-24.320818,VVV J180344.51-241914.94,0,1,,,0,,,0,,,0,,,0,16.36,0.205,0,0.342921
200088201010457,270.80265902344,-24.39211696937,GALAXY,0.522,,,,,,,5.907293176161249,-1.0888691850466308,515462472326,270.802747,-24.392169,VVV J180312.65-242331.80,0,-1,,,0,,,0,,,0,,,0,16.586,0.252,0,0.344327
200088201010462,271.046329996914,-24.3625495935442,STAR,0.42,,,,,,,6.042138039169538,-1.2676406680532846,515461388582,271.046511,-24.362551,VVV J180411.16-242145.18,0,-1,10.85,0.001,69648,10.405,0.001,69648,9.95,0.001,69776,9.883,0.001,69776,9.774,0.001,69648,0.594513
200088201010463,270.81632230616,-24.445653735453,GALAXY,0.697,,,,,,,5.866801893643631,-1.1260449031251865,515462056835,270.816278,-24.445549,VVV J180315.90-242643.97,0,1,,,0,,,0,18.113,0.154,0,16.826,0.154,0,16.079,0.158,0,0.404459
200088201010466,271.0808786616,-24.4355242767475,QSO,0.532,,,,,,,5.99396823612258,-1.3308553566593537,515461109499,271.080873,-24.435335,VVV J180419.40-242607.20,0,-1,15.564,0.006,4096,14.964,0.006,4096,14.215,0.005,4112,13.313,0.007,4112,12.844,0.008,4112,0.681693
200088201010483,270.76605459038,-24.257844583429,GALAXY,0.765,,,,,,,6.007766140618924,-0.9937369763054259,515461093949,270.766043,-24.258108,VVV J180303.85-241529.18,0,-2,20.282,0.262,0,19.232,0.21,0,18.041,0.146,0,17.023,0.185,0,16.538,0.241,0,0.94949
200088201010484,270.753927848877,-24.2562806784636,GALAXY,0.728,,,,,,,6.003682216391919,-0.9833442182210378,515461282381,270.753885,-24.256499,VVV J180300.93-241523.39,0,-1,18.155,0.039,16,16.032,0.013,0,14.074,0.005,16,12.356,0.003,16,11.562,0.003,16,0.798248
200088201010490,271.122146914993,-24.4243880752201,QSO,0.724,,,STAR,1.0,,,6.022104032591655,-1.3581425070355402,515461464893,271.122218,-24.42451,VVV J180429.33-242528.23,0,-1,14.428,0.003,4112,13.59,0.002,4112,12.535,0.002,4112,11.831,0.002,69648,11.561,0.003,4112,0.498574
200088201010495,270.9711542317,-24.342190078364,GALAXY,0.733,,,,,,,6.026252204271088,-1.1979789549680924,515462322244,270.971417,-24.342326,VVV J180353.13-242032.37,0,-1,,,0,,,0,,,0,16.815,0.155,4096,16.277,0.19,4112,0.989854
200088201010501,270.96657486042,-24.570789359303,GALAXY,0.696,,,,,,,5.825024204972741,-1.3066143676830264,515461739356,270.966399,-24.570929,VVV J180351.93-243415.34,0,1,,,0,19.033,0.187,4096,17.541,0.092,4096,16.807,0.152,4096,16.489,0.232,4096,0.764685
200088201010502,271.032551523139,-24.3866978761105,QSO,0.537,,,,,,,6.014931827414483,-1.268554673160215,515461295007,271.032632,-24.386802,VVV J180407.83-242312.48,0,-1,14.809,0.004,4112,14.177,0.004,4112,12.694,0.002,4112,11.916,0.002,4112,11.413,0.002,4112,0.45844
200088201010504,270.83245879956,-24.490125546217,GALAXY,0.62,,,,,,,5.8353045360484215,-1.1607114745670457,515461005497,270.832609,-24.489991,VVV J180319.82-242923.96,0,-1,19.997,0.198,0,18.964,0.158,0,17.704,0.106,0,16.53,0.118,0,15.813,0.124,0,0.688381
200088201010508,271.100934962873,-24.3084628088336,QSO,0.552,,,,,,,6.113693180185804,-1.284468114288352,515440882047,271.101021,-24.308661,VVV J180424.24-241831.17,0,-1,12.539,0.001,16,12.238,0.001,16,11.626,0.001,65552,11.423,0.001,65552,11.105,0.002,65552,0.766599
200088201010519,270.916042305458,-24.3235029453946,STAR,0.558,,,,,,,6.017855776579553,-1.1450601198524084,515460943264,270.916107,-24.323603,VVV J180339.86-241924.97,0,-1,13.382,0.002,16,12.957,0.002,16,12.429,0.002,16,11.959,0.002,16,11.675,0.003,16,0.419054
200088201010526,270.842218200675,-24.4345096883032,GALAXY,0.64,,,,,,,5.888106626687295,-1.141087474934492,515462248762,270.842397,-24.434704,VVV J180322.17-242604.93,0,1,,,0,,,0,18.053,0.148,0,,,0,16.324,0.198,0,0.913583
200088201010527,271.159113027259,-24.3461389433934,QSO,0.682,,,STAR,1.0,,,6.106835926506269,-1.349142638163565,515440597579,271.159152,-24.346255,VVV J180438.19-242046.51,0,-1,13.3,0.002,16,12.85,0.002,16,12.264,0.001,16,11.383,0.001,65552,11.313,0.002,16,0.436347
200088201010529,270.930127205037,-24.5568627203797,GALAXY,0.699,,,,,,,5.8208710133218124,-1.2708991942825798,515461673276,270.92997,-24.556841,VVV J180343.19-243324.62,0,-1,,,0,19.349,0.248,4096,17.848,0.121,4096,16.94,0.172,4096,16.397,0.213,4096,0.52072
