srcid,sc_ra,sc_dec,Class_x,Px,Class_xo,Pxo,Class_xi,Pxi,Class_xio,Pxio,GAL_LONG,GAL_LAT,srcid_x,RAJ2000,DEJ2000,iauname,PriOrSec,mClass,Zmag3,e_Zmag3,Zperrbits,Ymag3,e_Ymag3,Yperrbits,Jmag3,e_Jmag3,Jperrbits,Hmag3,e_Hmag3,Hperrbits,Ksmag3,e_Ksmag3,Ksperrbits,angDist
201122015010257,269.53884690934,-24.281883567846,GALAXY,0.743,,,,,,,5.431770739062418,-0.03434789967210538,515450503754,269.538849,-24.28193,VVV J175809.32-241654.94,0,1,,,0,,,0,18.527,0.171,0,17.173,0.19,0,16.561,0.242,0,0.16818
201122015010304,269.57600104669,-24.277664837434,GALAXY,0.685,,,,,,,5.4523535367403495,-0.06157241333025663,515450018552,269.575965,-24.277705,VVV J175818.23-241639.73,0,-1,17.707,0.032,0,17.084,0.031,0,16.289,0.023,0,15.466,0.04,16,14.848,0.05,16,0.187732
201122202010032,279.0632754382,-23.770620354342,STAR,0.585,,,GALAXY,0.903,,,9.998483487961737,-7.462125825222371,515446926352,279.063314,-23.770633,VVV J183615.19-234614.27,0,-1,14.329,0.003,16,14.115,0.003,16,13.731,0.003,16,13.311,0.003,16,13.16,0.005,16,0.135321
201129701010008,267.149359425642,-27.9383645520713,GALAXY,0.502,,,,,,,1.1925789494353591,-0.0424982686951461,515511680988,267.149395,-27.938381,VVV J174835.85-275618.17,0,-1,12.32,0.001,16,11.01,0.001,65552,11.318,0.001,16,9.3,0.001,65552,,,0,0.127727
201129701010040,267.00171389554,-27.9503314330168,QSO,0.487,,,STAR,1.0,,,1.1149937442955922,0.0630283403988812,515511628827,267.00166,-27.950357,VVV J174800.39-275701.28,0,-1,14.583,0.004,16,14.193,0.003,16,13.627,0.003,16,13.188,0.007,0,12.888,0.014,0,0.193485
201129702010001,266.772396567187,-28.1499187359107,STAR,0.903,,,,,,,0.8394706923551956,0.13288762137673585,515511504872,266.772448,-28.149892,VVV J174705.38-280859.61,0,1,11.938,0.001,144,11.596,0.001,16,11.674,0.001,144,12.496,0.004,144,,,0,0.191151
201129702010012,267.007899274176,-28.2859648580676,STAR,0.766,,,STAR,1.0,,,0.8304664043240131,-0.11508351089864483,515511317131,267.007889,-28.285984,VVV J174801.89-281709.54,0,-1,13.165,0.002,16,12.822,0.002,16,12.325,0.001,16,12.009,0.002,16,11.636,0.005,16,0.077383
201129702010028,266.672468502922,-28.1366332840653,GALAXY,0.729,,,STAR,0.999,,,0.8051196790343188,0.21511011121560208,515512193172,266.672514,-28.136634,VVV J174641.40-280811.88,0,-1,,,0,,,0,18.217,0.151,0,15.991,0.085,0,14.747,0.076,0,0.144348
201129704010009,266.452781067932,-28.7050736757838,QSO,0.407,,,STAR,1.0,,,0.21909010569747875,0.08462747899551479,515534831012,266.452811,-28.705068,VVV J174548.67-284218.24,515396075613,-1,13.203,0.002,0,12.98,0.002,0,12.882,0.002,16,12.543,0.004,16,,,0,0.097374
201129704010050,266.554051879105,-28.6838919029601,QSO,0.473,,,,,,,0.28340093610033207,0.019787175849429003,515511430279,266.554015,-28.68387,VVV J174612.96-284101.93,0,-1,17.261,0.022,0,16.262,0.015,0,15.177,0.01,16,14.141,0.016,16,13.246,0.02,16,0.139873
201129704010084,266.565570074948,-28.5865965252082,GALAXY,0.424,,,STAR,1.0,,,0.37176835913450357,0.06173706291263303,515511302194,266.5656,-28.586627,VVV J174615.74-283511.85,0,-1,10.247,0.001,65552,9.984,0.001,65552,9.469,0.001,65552,,,0,8.78,0.001,65552,0.145279
201129704015013,266.436699113953,-28.7150563293773,STAR,0.433,,,,,,,0.20322276103765335,0.09147062321936289,515534795038,266.436683,-28.715017,VVV J174544.80-284254.06,0,-1,13.832,0.002,16,13.521,0.002,16,13.078,0.002,16,,,0,,,0,0.150122
201129705010092,266.389219588765,-28.8911142504739,GALAXY,0.615,,,,,,,0.03126894251749998,0.03526278971149798,515534628135,266.389206,-28.891164,VVV J174533.40-285328.19,0,-1,14.829,0.004,16,14.371,0.004,16,13.969,0.003,16,13.321,0.008,16,12.936,0.018,16,0.184137
201129713010027,270.099385428543,-25.6172598672231,GALAXY,0.698,,,,,,,4.526982745228886,-1.1402306986265307,515482602746,270.099337,-25.617277,VVV J180023.84-253702.19,0,1,,,0,17.441,0.042,16,15.847,0.026,16,14.601,0.027,16,13.992,0.03,16,0.168569
201129713010073,270.34732492111,-25.636478515534,GALAXY,0.553,,,,,,,4.6210688474797035,-1.3439357657766098,515460963949,270.347356,-25.636516,VVV J180123.36-253811.45,0,1,19.07,0.085,0,17.737,0.055,0,16.324,0.031,16,15.108,0.032,16,14.503,0.037,0,0.16885
201359601010035,267.74300089177,-26.715916017631,GALAXY,0.487,,,,,,,2.5123184291776277,0.13297912761845598,515492025011,267.742977,-26.715896,VVV J175058.31-264257.22,0,-1,,,0,,,0,,,0,16.91,0.166,0,15.75,0.149,0,0.105271
201359601010122,267.88416933285,-26.772540091675,GALAXY,0.662,,,,,,,2.5280931643815716,-0.0043172291951395145,515491938534,267.884129,-26.772564,VVV J175132.19-264621.23,0,1,,,0,,,0,,,0,15.035,0.03,16,13.736,0.023,16,0.156859
201359601010170,267.82696720514,-26.780196828984,GALAXY,0.692,,,,,,,2.4954207749072848,0.035671848642895555,515491057831,267.827011,-26.780217,VVV J175118.48-264648.78,0,-1,,,0,18.938,0.146,0,16.155,0.02,16,13.718,0.009,16,12.595,0.008,16,0.15917
201361402010037,270.3307151279,-25.793132584428,GALAXY,0.963,,,,,,,4.477480650379063,-1.4084242724430267,515481795085,270.330751,-25.793117,VVV J180119.38-254735.22,0,-1,19.177,0.086,4096,18.234,0.086,4096,17.124,0.082,4096,16.293,0.128,4096,15.912,0.174,4096,0.128666
201361402010060,270.20185362722,-25.701567984651,GALAXY,0.866,,,,,,,4.49956936981266,-1.2622456667912099,515481795553,270.201885,-25.701536,VVV J180048.45-254205.52,0,-1,20.118,0.204,4096,19.1,0.19,4096,18.237,0.227,4096,,,0,,,0,0.152777
201416106010017,272.283158057743,-23.6822594271811,GALAXY,0.703,,,,,,,7.18693478827082,-1.9229721500442452,515448517250,272.283182,-23.682242,VVV J180907.96-234056.07,0,-2,,,0,17.782,0.084,16,16.76,0.053,16,15.852,0.059,16,15.297,0.061,16,0.099162
201416106010027,272.325765196784,-23.5771557897428,QSO,0.642,,,,,,,7.297874422885977,-1.906340206447498,515448100757,272.325733,-23.577141,VVV J180918.17-233437.70,0,-1,,,0,13.818,0.003,16,13.177,0.003,16,12.526,0.003,16,12.234,0.004,16,0.117318
201442201010035,266.964728205199,-28.2041332272918,GALAXY,0.64,,,STAR,1.0,,,0.8808610550679293,-0.04022939773120732,515511587561,266.964758,-28.204142,VVV J174751.54-281214.91,0,-1,16.16,0.01,0,15.642,0.01,0,14.942,0.008,16,14.293,0.018,16,13.874,0.035,16,0.100497
201442714010001,269.145395544854,-21.9880970416607,STAR,0.943,,,,,,,7.235769226710832,1.4280419450926483,515424879017,269.145345,-21.988119,VVV J175634.88-215917.22,0,-1,9.619,0.001,65552,9.226,0.001,65552,8.86,0.001,65552,8.996,0.005,65552,7.97,0.001,65552,0.18758
201442714010003,269.088699701349,-21.9561087290442,STAR,0.919,,,,,,,7.2370318546579755,1.489573111515922,515425039931,269.088689,-21.956151,VVV J175621.28-215722.14,0,0,8.83,0.001,65680,8.186,0.001,65680,7.819,0.002,65680,,,65680,,,0,0.156992
201442714010006,269.031551883441,-22.1366616520402,QSO,0.579,,,,,,,7.054252404271489,1.4446435767518337,515424887281,269.031522,-22.136666,VVV J175607.56-220811.99,0,-1,14.075,0.003,16,13.636,0.003,16,13.033,0.003,16,12.441,0.004,16,12.145,0.005,16,0.099337
201442714010007,268.959270187217,-21.9147085560304,STAR,0.834,,,STAR,1.0,,,7.212463292679866,1.6141728467039553,515425076058,268.95923,-21.914668,VVV J175550.21-215452.80,0,-1,13.463,0.002,16,12.942,0.002,16,12.334,0.002,16,11.856,0.002,65552,11.539,0.003,16,0.198752
201442714010010,269.112980706749,-22.1416846314904,QSO,0.483,,,STAR,1.0,,,7.087816912309141,1.3769066317432568,515425228843,269.11293,-22.141668,VVV J175627.10-220830.00,0,-1,12.909,0.001,16,12.472,0.001,16,11.897,0.001,16,11.68,0.002,16,10.987,0.002,16,0.177881
201444901010015,274.81767412412,-25.385022844927,QSO,0.512,,,GALAXY,0.68,,,6.784111871391869,-4.760781332337028,515465448485,274.817622,-25.385039,VVV J181916.22-252306.14,515396075566,-1,15.855,0.016,8388752,15.519,0.016,8388752,15.059,0.016,8388752,14.483,0.017,8388752,14.346,0.023,8388752,0.179669
201444901010021,274.77170072467,-25.372587326904,STAR,0.748,,,,,,,6.775677247055207,-4.718245686307048,515472752592,274.771656,-25.372552,VVV J181905.19-252221.18,0,1,11.975,0.001,12583056,12.515,0.001,12583056,,,0,,,0,,,0,0.194068
201444901010046,274.73772303727,-25.432525803759,QSO,0.554,,,,,,,6.708114071765215,-4.719120153266178,515465507261,274.737665,-25.432534,VVV J181857.03-252557.12,515396075566,1,16.952,0.042,16,16.621,0.044,16,16.152,0.044,16,15.579,0.048,16,15.423,0.061,0,0.190458
201444901010059,274.83319697514,-25.31554374243,GALAXY,0.964,,,,,,,6.852336244937692,-4.740743968074866,515466371799,274.833176,-25.315513,VVV J181919.96-251855.84,515396075566,1,18.042,0.119,8388736,17.698,0.12,8388736,17.424,0.143,128,16.926,0.164,128,16.601,0.18,128,0.12927
201446302010176,270.32522352135,-25.63297929521,GALAXY,0.749,,,,,,,4.614250112090316,-1.3248879614211322,515461574136,270.325237,-25.632949,VVV J180118.05-253758.61,0,-1,18.459,0.049,16,17.698,0.054,16,16.709,0.043,16,15.795,0.06,16,15.457,0.09,16,0.11707
201458402010001,272.703586214276,-21.3640555432437,STAR,0.828,,,STAR,1.0,,,9.405433498374636,-1.14404592543814,515411123380,272.703626,-21.364053,VVV J181048.87-212150.59,0,-1,11.96,0.001,16,11.634,0.001,16,,,0,11.594,0.001,16,,,0,0.133788
201458402010002,272.51351843763,-21.393041356092,QSO,0.71,,,STAR,0.993,,,9.294639533223458,-1.0029979719802038,515411010997,272.513559,-21.393048,VVV J181003.25-212334.97,0,-1,13.88,0.002,16,13.398,0.002,16,12.795,0.002,16,11.804,0.002,65552,11.794,0.003,16,0.136585
201458402010003,272.731912914001,-21.2072162185883,QSO,0.511,,,,,,,9.55561070390877,-1.0915995254882136,515411120841,272.731935,-21.207256,VVV J181055.66-211226.11,0,-1,12.741,0.001,16,12.252,0.001,16,,,0,12.039,0.002,16,11.445,0.002,16,0.159885
201458411010005,272.67794524841,-21.400844271373,QSO,0.521,,,,,,,9.361683402508868,-1.1408575788723518,515412072876,272.67799,-21.400861,VVV J181042.71-212403.09,0,1,,,0,,,0,,,0,14.873,0.021,0,14.292,0.025,0,0.162311
201480901010010,268.605304753692,-26.3312793315005,GALAXY,0.67,,,,,,,3.23598421356069,-0.33556769484204424,515470387673,268.605293,-26.331256,VVV J175425.27-261952.52,0,-1,9.697,0.001,65552,9.327,0.001,65552,8.86,0.001,65552,,,0,10.318,0.001,16,0.090781
201480901010016,268.679012004132,-26.424628126011,GALAXY,0.519,,,,,,,3.1888350898809454,-0.4397378570716464,515470115015,268.679042,-26.424604,VVV J175442.97-262528.57,515396075569,-1,14.244,0.003,8388736,14.004,0.003,8388736,13.517,0.003,8388752,,,0,12.645,0.009,8388752,0.131342
201480905010007,268.50397122572,-26.190838386894,QSO,0.704,,,STAR,1.0,,,3.311098929767613,-0.18610282046752932,515470556024,268.503986,-26.190807,VVV J175400.95-261126.90,0,-1,16.008,0.009,0,15.649,0.01,0,15.062,0.01,0,14.556,0.022,0,14.245,0.039,16,0.121111
201482101010010,271.979352713789,-20.4788767123621,QSO,0.539,,,STAR,1.0,,,9.852696652488314,-0.12368053028986804,515406317102,271.979297,-20.478881,VVV J180755.03-202843.97,0,-1,,,0,,,0,15.345,0.01,0,14.426,0.013,0,13.786,0.017,16,0.18912
201524201010053,271.43661977203,-28.578373172255,QSO,0.573,,,,,,,2.5304883756390764,-3.6314807149983865,515519861761,271.436678,-28.57838,VVV J180544.80-283442.16,515396075602,1,,,0,,,0,17.198,0.276,0,16.587,0.265,0,,,0,0.185282
201579601010056,271.635009638762,-29.2437962821615,GALAXY,0.51,,,STAR,0.959,,,2.0315134343398125,-4.10593361327041,515530420903,271.634995,-29.243819,VVV J180632.39-291437.74,0,-1,13.9,0.005,16,13.655,0.005,16,13.237,0.005,16,12.726,0.005,16,12.564,0.006,16,0.092753
202012701010044,272.521998095105,-23.4575421975792,QSO,0.621,,,,,,,7.489597802722329,-2.0061825683708263,515448543363,272.521969,-23.457518,VVV J181005.27-232727.06,0,-1,,,0,15.242,0.009,0,14.237,0.006,16,13.247,0.006,0,12.753,0.006,0,0.130529
202026707010283,266.331430574754,-28.8091927877263,GALAXY,0.495,,,,,,,0.07478713362188337,0.12116580003637749,515536346260,266.33149,-28.809206,VVV J174519.55-284833.14,0,1,,,0,,,0,,,0,,,0,14.927,0.115,16,0.193286
202026707010364,266.528182155919,-28.9086606279268,GALAXY,0.655,,,,,,,0.07962810213276456,-0.0777401962597525,515535748747,266.528162,-28.908663,VVV J174606.75-285431.18,0,-2,,,0,,,0,,,0,18.105,0.621,0,15.518,0.197,0,0.062696
202030401010038,270.89861031803,-30.014750191674,QSO,0.621,,,STAR,0.866,,,1.0442273725442741,-3.921166275556591,515551391175,270.898618,-30.014729,VVV J180335.66-300053.02,0,-1,14.629,0.009,16,14.286,0.008,16,13.778,0.008,16,13.216,0.008,16,13.001,0.009,16,0.080179
202039301010065,266.688222203902,-28.4711766047151,GALAXY,0.582,,,,,,,0.5263698697115451,0.029609214327934993,515511607633,266.68817,-28.471195,VVV J174645.16-282816.30,0,-1,13.728,0.002,16,13.588,0.002,16,13.247,0.002,16,12.938,0.005,0,12.708,0.012,0,0.176895
202058002015083,271.59731500085,-29.350608669248,GALAXY,0.473,,,,,,,1.9218469930091893,-4.128842297472567,515530263203,271.597289,-29.350611,VVV J180623.34-292102.20,0,1,15.113,0.014,16,14.873,0.015,16,14.472,0.015,16,13.92,0.015,16,13.992,0.02,16,0.083555
202063806010001,270.674766096882,-20.2881325470276,GALAXY,0.766,,,GALAXY,0.886,,,9.42050066832051,1.036092733623431,515402494537,270.674756,-20.288168,VVV J180241.94-201717.40,0,-1,14.454,0.003,16,13.571,0.002,16,12.783,0.002,16,12.194,0.002,16,11.604,0.002,16,0.132438
202063806010027,270.4961853512,-20.359652346493,GALAXY,0.621,,,,,,,9.275639995293107,1.1464646145568784,515402661808,270.4962,-20.359692,VVV J180159.08-202134.89,0,-1,17.291,0.022,16,16.782,0.026,16,16.056,0.026,16,15.364,0.036,16,15.07,0.05,16,0.151992
202063806010094,270.680620749425,-20.3115157759682,QSO,0.606,,,,,,,9.402858857545658,1.0197895627780542,515402955026,270.680569,-20.311525,VVV J180243.33-201841.48,0,-1,14.261,0.003,16,14.06,0.003,16,13.655,0.004,16,13.241,0.005,16,13.05,0.008,16,0.176791
202063806010096,270.498723336866,-20.1796418947073,GALAXY,0.421,,,,,,,9.433376236731695,1.233294580490606,515402665147,270.498676,-20.179652,VVV J180159.68-201046.74,0,-1,14.413,0.003,16,13.957,0.003,16,13.333,0.003,16,12.661,0.003,16,12.347,0.004,16,0.164075
202063806015033,270.806124269474,-20.2705311249386,STAR,0.462,,,,,,,9.496520481874935,0.937529820347423,515403198253,270.806155,-20.270577,VVV J180313.47-201614.07,0,-1,13.11,0.002,16,12.811,0.002,16,12.321,0.001,16,11.918,0.002,65552,11.531,0.002,16,0.194668
202063806015042,270.61641272105,-20.40587658397,GALAXY,0.651,,,,,,,9.291066737709318,1.0256342858155754,515403262737,270.616457,-20.405894,VVV J180227.94-202421.21,0,1,19.268,0.129,0,18.522,0.125,0,17.374,0.088,0,16.4,0.094,0,15.883,0.105,0,0.162262
202065902010008,268.926316837513,-29.6833816779889,STAR,0.776,,,STAR,1.0,,,0.4836655828013055,-2.271092541095342,515534357298,268.926269,-29.683418,VVV J175542.30-294100.30,0,-1,,,0,12.588,0.004,16,12.169,0.004,16,11.162,0.005,65552,11.412,0.005,16,0.198102
202065902010024,268.505706280087,-29.792889462554,QSO,0.74,,,STAR,1.0,,,0.20477202146898343,-2.0108962488252016,515553364919,268.505729,-29.792932,VVV J175401.37-294734.55,0,-1,12.114,0.001,16,11.788,0.002,16,11.172,0.002,65552,11.173,0.003,16,10.69,0.002,16,0.167316
202065902010035,268.66871647974,-29.757031334382,GALAXY,0.575,,,STAR,0.998,,,0.30724925182808244,-2.1149022650102562,515533999292,268.668763,-29.757069,VVV J175440.50-294525.44,0,-1,,,0,15.172,0.036,16,14.495,0.033,16,13.703,0.029,16,13.445,0.029,16,0.197729
202066102010019,263.72795147547,-25.660327231184,QSO,0.444,,,,,,,1.5179013039042684,3.7532164697908303,515485459833,263.727905,-25.660294,VVV J173454.69-253937.06,0,-1,,,0,15.903,0.019,0,14.526,0.01,16,13.214,0.007,16,12.579,0.006,16,0.190652
203015401010030,271.71732479673,-24.441334926987,STAR,0.575,,,STAR,1.0,,,6.272040618663614,-1.8392857699184697,515448260964,271.717277,-24.441304,VVV J180652.14-242628.69,0,-1,,,0,11.887,0.001,16,11.542,0.001,65552,10.514,0.002,65552,10.411,0.002,65552,0.191067
203018810010015,268.73035618506,-22.953551407307,QSO,0.541,,,GALAXY,0.914,,,6.208205185729337,1.2734799001357886,515425472290,268.730307,-22.953522,VVV J175455.27-225712.67,0,-1,14.519,0.004,16,13.951,0.003,16,13.221,0.003,16,12.469,0.004,16,12.127,0.005,16,0.195779
203025701010053,269.00381773969,-29.132809734164,GALAXY,0.705,,,STAR,1.0,,,0.9939606740812507,-2.0527867535068305,515534023620,269.003867,-29.13282,VVV J175600.92-290758.15,515396075612,-2,,,0,16.425,0.118,0,15.792,0.106,0,15.04,0.101,0,14.779,0.1,16,0.159393
203027608010050,278.04032935547,-25.644110081913,QSO,0.524,,,,,,,7.889338073060524,-7.465934933135986,515467138187,278.040322,-25.644089,VVV J183209.67-253838.71,0,1,17.488,0.026,16,17.21,0.032,16,16.774,0.026,16,16.243,0.034,16,15.884,0.057,0,0.080231
203028825010012,266.810604598581,-28.6865130928476,QSO,0.461,,,,,,,0.39797905553437096,-0.1739483825850949,515511303004,266.810566,-28.686493,VVV J174714.53-284111.37,0,-1,14.436,0.003,16,13.746,0.003,16,12.947,0.002,16,12.127,0.003,65552,11.697,0.005,16,0.140309
203028828010019,266.015031058672,-28.5023811742238,STAR,0.601,,,STAR,1.0,,,0.19123286565897862,0.5182313149053538,515534642537,266.015061,-28.502386,VVV J174403.61-283008.58,0,-1,10.095,0.001,65552,9.923,0.001,65552,9.979,0.001,65552,10.059,0.001,65552,9.825,0.001,65552,0.095254
203028832010031,266.77455201405,-28.614614018463,GALAXY,0.581,,,STAR,1.0,,,0.4430725666112853,-0.10962849914565462,515512466563,266.774542,-28.614648,VVV J174705.89-283652.73,0,1,,,0,,,0,18.616,0.22,0,15.869,0.078,16,14.124,0.044,16,0.127104
203048008010024,271.55684331314,-27.705733094303,QSO,0.728,,,,,,,3.3462798770861237,-3.3003356852790655,515499198861,271.556862,-27.705739,VVV J180613.64-274220.65,0,-1,,,0,,,0,15.029,0.03,16,14.504,0.032,0,14.338,0.035,0,0.064289
203059701010087,271.18775586928,-27.621296563156,GALAXY,0.544,,,STAR,1.0,,,3.2607454181218607,-2.9736909960359053,515498186501,271.187775,-27.621335,VVV J180445.06-273716.80,0,-1,,,0,,,0,11.463,0.002,65552,10.997,0.002,65552,10.997,0.002,65552,0.151015
203059701010109,271.11567705726,-27.67615467372,GALAXY,0.966,,,,,,,3.181587126807362,-2.944766024826957,515499164418,271.115668,-27.676141,VVV J180427.76-274034.10,0,-1,,,0,,,0,16.479,0.114,16,15.844,0.11,16,15.652,0.117,16,0.057746
203067005010027,267.00885651374,-22.164725017458,GALAXY,0.589,,,STAR,1.0,,,6.076348366533784,3.0432795476643544,515429230701,267.008858,-22.164763,VVV J174802.12-220953.14,0,1,,,0,,,0,16.171,0.049,4240,15.302,0.043,4240,15.182,0.058,4240,0.13661
204006401010005,270.37437798125,-20.520611526667,GALAXY,0.65,,,,,,,9.079262399158196,1.1661341909764105,515403814910,270.374339,-20.520609,VVV J180129.84-203114.19,0,-2,,,0,,,0,,,0,17.393,0.234,0,16.91,0.27,0,0.13212
204024304010137,266.561089157044,-28.9965933143556,QSO,0.428,,,,,,,0.019493776944068026,-0.14806192645371125,515534540053,266.561071,-28.996619,VVV J174614.65-285947.82,0,-3,17.557,0.025,4112,16.85,0.023,4112,,,0,14.703,0.028,4112,13.085,0.021,4112,0.10945
204024304010201,266.60957306705,-28.916624287885,GALAXY,0.973,,,,,,,0.10986243655287545,-0.14274270039871456,515535551976,266.609609,-28.916638,VVV J174626.30-285459.89,0,-1,,,0,,,0,18.922,0.219,4096,14.872,0.032,4112,12.783,0.016,4112,0.12448
204024307015027,266.514974507796,-28.9299229435103,GALAXY,0.37,,,,,,,0.05545523797939109,-0.07892723353625414,515534752724,266.514934,-28.929912,VVV J174603.58-285547.68,0,-1,12.757,0.001,144,12.573,0.001,144,12.472,0.001,16,12.208,0.003,16,11.883,0.007,16,0.132107
204031106010082,272.39345469686,-25.874990855295,GALAXY,0.66,,,STAR,1.0,,,5.312895570013173,-3.068770014251527,515477852814,272.393493,-25.874983,VVV J180934.43-255229.93,0,-1,,,0,17.006,0.093,16,16.9,0.123,16,16.202,0.119,16,16.062,0.143,16,0.125936
204053902015009,267.68078564568,-20.193567895944,QSO,0.586,,,,,,,8.093604330253848,3.514422672908039,515404346605,267.680784,-20.193558,VVV J175043.38-201136.80,0,-1,19.527,0.25,0,19.032,0.251,0,18.458,0.239,0,18.058,0.366,0,17.58,0.387,0,0.035176
204066003010029,272.16838106684,-20.446246222946,GALAXY,0.571,,,,,,,9.967196817853834,-0.26267445853158977,515406266633,272.168344,-20.446257,VVV J180840.40-202646.52,0,1,,,0,,,0,16.506,0.026,16,15.424,0.032,16,14.823,0.044,16,0.131141
205023702010091,269.06176248581,-22.07620838145,QSO,0.401,,,,,,,7.120604308139762,1.450828791502557,515425513235,269.061773,-22.076159,VVV J175614.82-220434.17,0,-1,15.372,0.006,0,14.632,0.006,0,13.867,0.005,0,13.26,0.007,16,12.868,0.009,16,0.180991
205031701010002,271.003013513141,-21.7146142487123,STAR,0.547,,,STAR,1.0,,,8.329458116329805,0.06732292866819765,515417239494,271.002983,-21.714573,VVV J180400.71-214252.46,0,-1,12.128,0.001,16,11.891,0.001,16,11.38,0.001,65552,10.534,0.001,65552,10.046,0.001,65552,0.17945
205031701010023,270.79174231518,-21.629687718298,GALAXY,0.713,,,,,,,8.306827478744733,0.28003996152677885,515417544877,270.791715,-21.629682,VVV J180310.01-213746.85,0,-1,18.839,0.08,0,18.025,0.066,0,17.065,0.049,16,16.074,0.072,0,15.678,0.112,0,0.095121
